,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.4,0.52,0.12,0.25,0.25,0.62,0.15
freebios.csv,0.5,0.71,0.22,0.42,0.84,0.5,0.7
k3b.csv,0.73,0.96,0.25,0.29,0.44,0.66,0.61
loki-lib.csv,0.43,0.44,0.86,0.33,0.38,0.2,0.2
powerfolder.csv,0.33,0.21,0.1,0.25,0.28,0.09,0.13
quarkplusplus.csv,0.2,0.46,0.12,0.17,0.38,0.7,0.26
tzod.csv,0.03,0.35,0.12,0.21,0.09,0.02,0.15
