,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.76,0.58,0.55,0.85,0.43,0.53,0.51,0.33,0.53,0.41,0.67,0.62,0.36,0.38
encog-cs.csv,0.09,0.36,0.48,0.0,0.28,0.43,0.32,0.36,0.66,0.27,0.26,0.43,0.0,0.63
extprosys.csv,0.7,0.0,0.65,0.65,0.05,0.58,0.41,0.33,0.2,0.0,0.66,0.53,0.38,0.51
intact.csv,0.76,0.0,0.49,0.51,0.63,0.68,0.25,0.44,0.67,0.09,0.75,0.29,0.33,0.3
japano.csv,0.0,0.0,0.6,0.26,0.57,0.57,0.0,0.72,0.21,0.49,0.25,0.37,0.17,0.63
lockss.csv,0.94,0.44,0.25,0.13,0.33,0.12,0.31,0.37,0.18,0.67,0.65,0.24,0.02,0.25
officefloor.csv,0.89,0.24,0.34,0.51,0.33,0.44,0.04,0.39,0.39,0.27,0.65,0.06,0.02,0.4
opennms.csv,0.84,0.33,0.1,0.15,0.7,0.16,0.62,0.1,0.31,0.45,0.28,0.48,0.1,0.0
primefaces.csv,0.67,0.42,0.0,0.65,0.54,0.45,0.55,0.36,0.13,0.41,0.05,0.4,0.8,0.62
rohxel.csv,0.81,0.38,0.58,0.33,0.25,0.37,0.76,0.4,0.22,0.27,0.3,0.29,0.52,0.06
roolo.csv,0.0,0.54,0.5,0.57,0.48,0.48,0.37,0.39,0.49,0.5,0.36,0.72,0.45,0.59
sevenupdate.csv,0.05,0.77,0.0,0.0,0.29,0.0,0.0,0.0,0.24,0.43,0.05,0.0,0.0,0.0
web-cat.csv,0.54,0.48,0.27,0.43,0.41,0.56,0.32,0.33,0.21,0.52,0.52,0.47,0.54,0.76
