,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.61,0.67,0.43,0.07,0.55,0.34,0.36,0.89,0.73,0.88,0.37,0.7,0.22,0.55
encog-cs.csv,0.98,0.83,0.48,1.0,0.92,0.84,0.91,0.89,0.3,0.23,0.93,0.86,1.0,0.71
extprosys.csv,0.68,1.0,0.31,0.71,0.99,0.71,0.45,0.89,0.95,1.0,0.65,0.7,0.44,0.65
intact.csv,0.61,1.0,0.57,0.43,0.61,0.29,0.09,0.44,0.55,0.98,0.57,0.35,0.48,0.32
japano.csv,0.78,1.0,0.71,0.93,0.71,0.75,1.0,0.22,0.95,0.79,0.93,0.89,0.96,0.61
lockss.csv,0.24,0.17,0.05,0.0,0.21,0.11,0.0,0.44,0.04,0.35,0.25,0.19,0.0,0.13
officefloor.csv,0.38,0.0,0.32,0.29,0.17,0.21,0.0,0.67,0.27,0.25,0.26,0.08,0.04,0.65
opennms.csv,0.49,0.67,0.02,0.07,0.22,0.05,0.36,0.0,0.17,0.22,0.16,0.3,0.11,0.0
primefaces.csv,0.71,0.83,1.0,0.5,0.74,0.84,0.73,0.89,0.97,0.87,0.99,0.86,0.26,0.74
rohxel.csv,0.54,0.0,0.7,0.14,0.26,0.19,0.27,0.11,0.03,0.1,0.32,0.16,0.74,0.0
roolo.csv,0.71,0.67,0.82,0.71,0.84,0.81,0.36,0.56,0.59,0.73,0.89,0.19,0.85,0.71
sevenupdate.csv,0.99,0.0,1.0,1.0,0.92,1.0,1.0,1.0,0.94,0.45,0.99,1.0,1.0,1.0
web-cat.csv,0.81,0.17,0.93,0.86,0.86,0.77,0.91,0.89,0.95,0.79,0.8,0.78,0.56,0.16
