,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.99,0.53,0.41,0.24,0.4,0.51,0.64,0.62,0.84,0.0,0.6,0.51,0.51,0.62,0.69,0.52
bullet.csv,0.46,0.57,0.51,0.24,0.69,0.99,0.65,0.21,0.2,0.47,0.39,0.4,0.5,0.0,0.39,0.68
customwars.csv,0.07,0.16,0.14,0.74,0.34,0.31,0.23,0.55,0.0,0.38,0.95,0.37,0.31,0.56,0.64,0.61
dvd-create.csv,0.57,0.69,0.66,0.7,0.99,0.61,0.66,0.42,0.78,0.55,0.56,0.57,0.41,0.52,0.36,0.58
gbif-indexingtoolkit.csv,0.23,0.23,0.29,0.71,0.36,0.19,0.02,1.0,0.2,0.2,0.33,0.06,0.27,0.18,0.56,0.39
go.csv,0.6,0.96,0.51,0.29,0.62,0.5,0.68,0.61,0.59,0.38,0.63,0.61,0.53,0.44,0.32,0.71
growl-for-windows.csv,0.53,0.07,0.33,0.11,0.14,0.56,0.57,0.45,0.8,0.76,0.55,0.48,0.44,0.41,0.98,0.1
gss.csv,0.27,0.68,0.3,0.58,0.56,0.21,0.44,0.55,0.36,0.0,0.56,0.38,1.0,0.13,0.54,0.65
kwave.csv,0.33,0.61,0.95,0.19,0.43,0.31,0.38,0.21,0.0,0.1,0.39,0.31,0.16,0.1,0.17,0.57
libarchive.csv,0.57,0.62,0.42,0.38,0.4,0.59,0.58,0.52,0.89,0.0,0.57,0.48,0.58,0.53,0.35,0.97
linux-ntfs.csv,0.58,0.6,0.57,0.46,0.62,0.56,0.6,0.68,0.92,0.19,0.67,0.56,0.71,1.0,0.57,0.58
lsb.csv,0.58,0.56,0.51,0.94,0.57,0.72,0.59,0.24,0.65,0.0,0.05,0.38,0.54,0.4,0.23,0.65
mpgravity.csv,0.58,0.53,0.28,0.55,0.39,0.48,0.57,0.45,0.34,1.0,0.54,0.52,0.43,0.56,0.68,0.67
qcad2.csv,0.33,0.46,0.34,0.42,0.46,0.21,0.93,0.72,0.2,0.45,0.5,0.47,0.5,0.58,0.53,0.57
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xinity.csv,0.46,0.0,0.28,0.0,0.0,0.26,0.47,0.11,0.0,0.4,0.39,0.92,0.31,0.27,0.07,0.0
