,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,1.0,0.86,0.23,0.11,0.93,0.77,0.38,0.23,0.01,0.0,0.17,0.59,0.62,0.51,0.81,0.68
bullet.csv,0.67,0.66,0.2,0.36,0.86,1.0,0.39,0.12,0.0,0.19,0.16,0.52,0.7,0.0,0.62,0.51
customwars.csv,1.0,0.56,0.18,0.34,0.77,0.7,0.56,0.21,0.0,0.44,1.0,0.54,0.57,0.61,0.88,0.45
dvd-create.csv,0.74,0.71,0.28,0.32,1.0,0.8,0.39,0.13,0.0,0.23,0.16,0.63,0.65,0.46,0.63,0.44
gbif-indexingtoolkit.csv,0.83,0.44,0.36,0.34,0.72,0.92,0.1,1.0,0.01,1.0,0.2,0.4,0.78,0.8,0.79,0.46
go.csv,0.75,1.0,0.24,0.13,0.85,0.79,0.4,0.23,0.0,0.57,0.18,0.68,0.64,0.44,0.71,0.59
growl-for-windows.csv,0.78,0.38,0.15,0.8,0.69,0.76,0.36,0.15,0.01,0.5,0.22,0.59,0.52,0.48,1.0,1.0
gss.csv,0.73,0.71,0.18,0.26,0.81,0.77,0.36,0.18,0.0,0.23,0.16,0.6,1.0,0.48,0.66,0.48
kwave.csv,0.82,0.72,0.94,0.28,0.9,0.82,0.53,0.18,0.0,0.1,0.24,0.55,1.0,0.33,0.5,0.5
libarchive.csv,0.85,0.84,0.3,0.62,0.87,0.86,0.47,0.18,0.01,0.0,0.17,0.57,0.71,0.48,0.79,1.0
linux-ntfs.csv,0.81,0.68,0.28,0.36,0.85,0.82,0.4,0.25,0.01,0.07,0.22,0.62,0.69,1.0,0.69,0.61
lsb.csv,0.73,0.66,0.2,1.0,0.89,0.83,0.36,0.19,0.0,0.0,0.15,0.6,0.64,0.42,0.65,0.55
mpgravity.csv,0.88,0.67,0.12,0.25,0.72,0.72,0.44,0.16,0.0,1.0,0.18,0.66,0.6,0.48,0.92,0.54
qcad2.csv,0.7,0.6,0.16,0.21,0.77,0.57,1.0,0.26,0.0,0.18,0.19,0.64,0.6,0.56,0.67,0.5
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xinity.csv,0.71,0.0,0.14,0.0,0.0,0.55,0.32,0.07,0.0,0.16,0.18,1.0,0.57,0.55,1.0,0.0
