,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.82,0.79,0.2,0.1,0.9,0.9,0.45,0.18,0.01,0.0,0.16,0.62,0.62,0.48,0.67,0.74
bullet.csv,0.77,0.7,0.18,0.96,0.86,0.89,0.4,0.15,0.01,0.0,0.12,0.59,0.63,0.71,0.62,0.59
customwars.csv,0.86,0.76,0.14,0.95,0.85,0.82,0.5,0.15,0.01,0.0,0.2,0.58,0.71,0.56,0.71,0.58
dvd-create.csv,0.77,0.67,0.21,0.17,0.97,0.9,0.35,0.22,0.0,1.0,0.15,0.64,0.67,0.51,0.56,0.48
gbif-indexingtoolkit.csv,0.75,0.65,0.2,0.24,0.81,0.66,0.29,0.3,0.0,0.0,0.15,0.69,0.51,0.49,0.66,0.4
go.csv,0.78,0.84,0.32,0.14,0.93,0.84,0.48,0.19,0.0,0.0,0.17,0.66,0.65,0.49,0.93,0.57
growl-for-windows.csv,0.84,0.0,0.28,0.0,1.0,0.0,0.41,0.17,0.0,0.0,0.16,0.59,0.63,0.75,0.93,1.0
gss.csv,0.77,0.75,0.24,0.87,0.92,0.78,0.46,0.17,0.01,0.0,0.15,0.63,0.81,0.49,0.63,0.64
kwave.csv,0.76,0.64,0.35,0.25,0.8,0.82,0.38,0.21,0.0,0.5,0.14,0.65,0.67,0.52,0.62,0.42
libarchive.csv,0.78,0.74,0.21,0.45,0.81,0.81,0.42,0.19,0.0,0.24,0.15,0.62,0.57,0.48,0.68,0.67
linux-ntfs.csv,0.79,0.7,0.22,0.47,0.87,0.85,0.46,0.18,0.01,0.25,0.19,0.59,0.77,0.51,0.57,0.64
lsb.csv,0.82,0.59,0.15,0.75,0.81,0.83,0.48,0.25,0.01,0.0,0.15,0.53,0.61,0.56,0.68,0.53
mpgravity.csv,0.75,0.77,0.17,0.25,0.81,0.75,0.34,0.19,0.0,0.53,0.15,0.63,0.6,0.48,0.72,0.44
qcad2.csv,0.85,0.88,0.38,0.18,0.92,0.83,0.57,0.19,0.01,0.67,0.13,0.64,0.65,0.52,0.72,0.61
qtwin.csv,0.78,0.0,0.0,0.0,0.0,0.5,0.57,0.19,0.03,0.29,0.14,0.65,0.83,0.62,0.67,0.0
xinity.csv,0.66,0.62,0.31,0.22,0.79,0.74,0.27,0.17,0.0,1.0,0.18,0.75,0.6,0.43,0.7,0.39
