,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.02,0.37,0.0,0.78,0.04,0.51,0.8,0.0,0.17,0.21,0.27,0.34,0.13,0.18,0.58,0.39,0.18,0.21,0.84,0.16
cme.csv,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.25,1.0,0.83
free-evolution.csv,0.06,0.36,0.0,0.95,0.05,0.26,0.88,0.12,0.06,0.31,0.16,0.48,0.3,0.33,0.7,0.32,0.22,0.35,0.92,0.09
gtad.csv,0.14,0.4,0.01,1.0,0.15,0.33,1.0,0.05,0.09,0.32,0.29,0.62,0.71,0.17,1.0,0.47,0.38,0.36,1.0,0.0
gusanos.csv,0.03,0.43,0.01,1.0,0.14,0.38,0.81,0.07,0.24,0.25,0.24,0.46,0.38,0.24,0.9,0.42,0.23,0.25,0.84,0.15
kaffeine.csv,0.03,0.47,0.0,0.98,0.1,0.32,0.88,0.07,0.19,0.32,0.17,0.41,0.31,0.2,0.73,0.37,0.2,0.26,0.85,0.1
lcfizvtop.csv,0.06,0.38,0.0,0.88,0.12,0.34,0.8,0.06,0.13,0.33,0.26,0.43,0.31,0.45,0.71,0.39,0.23,0.33,0.89,0.15
m-a-d-n-e-s-s.csv,0.5,0.36,0.01,0.83,0.24,0.35,1.0,0.02,0.32,0.22,0.38,0.53,0.64,0.0,0.67,0.48,0.36,0.21,0.88,0.0
m-m-m.csv,0.06,0.37,0.01,0.82,0.07,0.23,0.91,0.1,0.12,0.27,0.13,0.39,0.39,0.16,0.79,0.36,0.2,0.27,0.91,0.03
mediaportal.csv,0.0,0.57,0.01,1.0,0.25,0.27,0.9,0.09,0.18,0.5,0.42,0.51,0.62,0.2,0.75,0.59,0.34,0.25,1.0,0.0
mvnforum.csv,0.02,0.32,0.02,0.88,0.03,0.24,0.82,0.11,0.15,0.46,0.06,0.45,0.26,0.07,0.63,0.29,0.15,0.28,0.88,0.0
myfaces.csv,0.02,0.36,0.01,1.0,0.08,0.29,0.87,0.02,0.18,0.28,0.35,0.55,0.53,0.24,0.8,0.5,0.24,0.29,0.95,0.15
nh3d.csv,0.03,0.41,0.67,0.82,0.06,0.26,0.84,0.11,0.11,0.29,0.14,0.76,0.3,0.19,0.7,0.34,0.0,0.24,0.82,0.09
ogrehg.csv,0.03,0.47,0.01,1.0,0.06,0.25,0.83,0.12,0.13,0.33,0.14,0.62,0.4,0.17,0.85,0.33,0.23,0.37,0.89,0.11
pnotepad.csv,0.04,0.42,0.0,1.0,0.1,0.27,0.9,0.11,0.15,0.32,0.17,0.44,0.44,0.26,0.68,0.36,0.22,0.3,1.0,0.09
pydev.csv,0.06,0.37,0.01,1.0,0.09,0.31,0.88,0.13,0.25,0.28,0.19,0.56,0.46,0.31,0.77,0.54,0.29,0.37,0.95,0.14
sarasvati.csv,0.05,0.56,0.08,1.0,0.17,0.22,0.82,0.0,0.13,0.27,0.25,0.51,0.73,0.22,0.85,0.32,0.27,0.36,1.0,0.12
taokgame.csv,0.06,0.83,0.0,1.0,0.06,0.25,1.0,0.56,0.21,0.19,0.12,0.73,1.0,0.29,1.0,0.35,0.32,0.55,1.0,0.14
tokratan.csv,0.04,0.33,0.01,0.85,0.1,0.3,0.88,0.03,0.26,0.32,0.17,0.47,0.44,0.27,0.67,0.5,0.25,0.4,1.0,0.13
wgs-assembler.csv,0.06,0.51,0.01,0.84,0.05,0.29,1.0,0.17,0.14,0.32,0.13,0.49,0.39,0.12,0.88,0.34,0.3,0.24,0.96,0.0
