,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.47,0.02,0.23,0.46,0.51
empyrean.csv,0.0,0.47,0.57,0.49,0.17
mplayer-ce.csv,0.68,0.63,0.8,0.44,0.01
nutz.csv,0.58,0.07,0.0,0.17,0.95
yafdotnet.csv,0.26,0.15,0.22,0.0,0.51
