,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.65,0.96,0.49,0.42,0.5
empyrean.csv,0.98,0.49,0.35,0.46,0.27
mplayer-ce.csv,0.67,0.52,0.31,0.51,0.98
nutz.csv,0.77,0.25,0.99,0.5,0.6
yafdotnet.csv,0.34,0.56,0.49,0.98,0.52
