,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.61,0.94,0.54,0.44,0.54
empyrean.csv,0.96,0.5,0.56,0.51,0.19
mplayer-ce.csv,0.7,0.62,0.61,0.56,0.97
nutz.csv,0.83,0.15,0.97,0.41,0.93
yafdotnet.csv,0.23,0.46,0.54,0.97,0.57
