,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.57,0.5,0.62,0.63,0.55
empyrean.csv,0.52,0.5,0.51,0.5,0.99
mplayer-ce.csv,0.51,0.56,0.53,0.56,0.59
nutz.csv,0.43,0.92,0.67,0.65,0.39
yafdotnet.csv,0.73,0.52,0.53,0.54,0.4
