,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.3,0.66,0.75,1.0,0.6,0.33,0.09
flylegacy.csv,0.4,0.62,1.0,0.19,0.69,0.55,0.18
jguard.csv,0.38,0.5,0.76,0.14,0.61,1.0,0.17
mob-sen-plat.csv,0.28,1.0,0.68,0.11,0.51,0.4,0.18
raygina.csv,1.0,0.4,0.73,0.24,0.65,0.24,0.12
upp-mirror.csv,0.5,0.75,0.77,0.27,1.0,0.25,0.22
wishmaster.csv,0.2,0.76,0.83,0.26,0.69,0.21,1.0
