,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,2.0,6.0,0.0,0.0,1.0,2.0,10.0
flylegacy.csv,2.0,5.0,0.0,0.0,1.0,0.0,13.0
jguard.csv,2.0,6.0,0.0,3.0,1.0,0.0,10.0
mob-sen-plat.csv,0.0,0.0,1.0,16.0,3.0,4.0,2.0
raygina.csv,0.0,0.0,0.0,1.0,1.0,7.0,5.0
upp-mirror.csv,1.0,1.0,0.0,1.0,0.0,1.0,10.0
wishmaster.csv,6.0,1.0,1.0,4.0,1.0,2.0,0.0
