,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.5,0.56,0.6,0.24,0.52,0.95,0.42,0.55
archive-crawler.csv,0.33,0.22,0.49,0.57,1.0,0.69,0.68,0.86
jcae.csv,0.08,1.0,0.17,0.14,0.09,0.12,0.5,0.55
openmalaria.csv,0.75,0.89,0.6,0.93,0.61,0.52,0.82,0.95
popeye-chess.csv,0.42,0.89,1.0,0.64,0.61,0.86,0.68,0.77
rhex.csv,0.83,0.44,0.17,0.07,0.17,0.58,0.37,0.23
rocrail.csv,0.42,0.22,0.23,0.12,0.22,0.59,0.47,0.91
truevision.csv,0.42,1.0,0.63,0.67,0.65,0.52,1.0,0.68
