,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.48,0.53,0.48,0.25,0.46,0.22,0.24,0.31,0.39,0.6,0.24,0.34,0.94,0.6
doomlegacy.csv,0.62,0.59,0.71,0.22,0.55,0.19,0.47,0.56,0.45,0.99,0.43,0.71,0.36,0.78
empserver.csv,0.54,0.54,0.59,0.18,0.96,0.18,0.44,0.5,0.61,0.59,0.39,0.44,0.4,0.45
fritzing.csv,0.61,0.99,0.58,0.12,0.51,0.22,0.47,0.51,0.47,0.57,0.41,0.52,0.37,0.79
ifmo-game-1.csv,0.2,0.2,0.04,1.0,0.0,0.0,0.11,0.04,0.0,0.14,0.07,0.16,0.15,0.2
jparsec.csv,0.56,0.41,0.74,0.11,0.67,0.2,0.41,0.98,0.57,0.81,0.36,0.41,0.35,0.97
lmms.csv,0.37,0.13,0.99,0.14,0.58,0.18,0.5,0.28,0.46,0.67,0.39,0.52,0.4,0.8
lufa-lib.csv,0.54,0.61,0.54,0.16,0.33,0.14,0.39,0.47,0.98,0.5,0.32,0.33,0.32,0.53
pgui.csv,0.5,0.48,0.34,0.08,0.33,0.06,0.98,0.51,0.53,0.38,0.34,0.41,0.31,0.33
pi-qmc.csv,0.35,0.59,0.55,0.16,0.71,0.07,0.47,0.36,0.54,0.44,0.29,0.95,0.34,0.95
repositorium.csv,0.4,0.37,0.41,0.06,0.15,0.84,0.21,0.43,0.54,0.31,0.23,0.04,0.24,0.38
superwaba.csv,0.97,0.61,0.5,0.09,0.4,0.24,0.42,0.5,0.45,0.53,0.45,0.59,0.37,0.55
xapian.csv,0.53,0.69,0.48,0.27,0.68,0.18,0.52,0.44,0.48,0.68,0.94,0.45,0.41,0.93
zemljanka.csv,0.61,0.61,0.78,0.17,0.57,0.19,0.44,0.57,0.6,0.78,0.37,0.44,0.31,1.0
