,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.5,0.49,0.36,0.43,0.39,0.45,0.21,0.2,0.3,0.48,0.19,0.23,0.91,0.44
doomlegacy.csv,0.8,0.64,0.69,0.71,0.64,0.45,0.77,0.87,0.49,1.0,0.54,0.82,0.78,0.65
empserver.csv,0.58,0.61,0.51,0.71,0.94,0.36,0.55,0.58,0.77,0.51,0.54,0.64,0.73,0.29
fritzing.csv,0.6,0.97,0.48,0.43,0.5,0.55,0.79,0.67,0.51,0.45,0.5,0.5,0.57,0.66
ifmo-game-1.csv,0.12,0.11,0.02,1.0,0.0,0.0,0.06,0.02,0.0,0.08,0.04,0.09,0.1,0.11
jparsec.csv,0.9,0.32,0.84,0.57,0.92,0.91,0.87,0.96,0.91,0.86,0.92,0.86,0.92,0.99
lmms.csv,0.28,0.07,0.98,0.57,0.67,0.55,0.89,0.18,0.5,0.6,0.62,0.68,0.74,0.68
lufa-lib.csv,0.58,0.62,0.42,0.43,0.25,0.18,0.51,0.62,0.98,0.36,0.38,0.27,0.39,0.37
pgui.csv,0.5,0.43,0.22,0.14,0.22,0.09,0.96,0.38,0.73,0.25,0.23,0.5,0.32,0.2
pi-qmc.csv,0.44,0.53,0.47,0.57,0.92,0.09,0.55,0.33,0.78,0.3,0.23,0.91,0.47,0.94
repositorium.csv,0.4,0.29,0.31,0.14,0.08,0.73,0.23,0.44,0.56,0.2,0.35,0.05,0.29,0.24
superwaba.csv,0.94,0.58,0.4,0.29,0.31,0.45,0.49,0.53,0.43,0.39,0.5,0.55,0.52,0.39
xapian.csv,0.92,0.79,0.37,0.71,0.72,0.27,0.74,0.58,0.5,0.56,0.88,0.32,0.73,0.91
zemljanka.csv,0.9,0.71,0.99,0.86,0.72,0.91,1.0,0.98,1.0,0.76,0.92,1.0,0.83,1.0
