,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.6,0.61,0.68,0.6,0.7,0.65,0.82,0.8,0.73,0.61,0.82,0.77,0.09,0.79
doomlegacy.csv,0.47,0.61,0.55,0.53,0.84,0.69,0.61,0.82,0.71,0.04,0.54,0.27,0.73,0.48
empserver.csv,0.53,0.73,0.64,0.64,0.06,0.72,0.58,0.63,0.61,0.82,0.59,0.62,0.58,0.72
fritzing.csv,0.45,0.03,0.62,0.79,0.72,0.63,0.65,0.69,0.7,0.69,0.57,0.53,0.59,0.56
ifmo-game-1.csv,0.88,0.89,0.98,0.0,1.0,1.0,0.94,0.98,1.0,0.93,0.96,0.91,0.9,0.89
jparsec.csv,0.71,0.72,0.82,0.89,0.88,0.91,0.92,0.04,0.95,0.86,0.95,0.92,0.94,1.0
lmms.csv,0.73,0.93,0.02,0.72,0.77,0.75,0.66,0.83,0.7,0.7,0.6,0.49,0.59,0.55
lufa-lib.csv,0.53,0.55,0.63,0.68,0.8,0.84,0.64,0.75,0.02,0.69,0.68,0.74,0.68,0.77
pgui.csv,0.57,0.67,0.8,0.89,0.79,0.94,0.04,0.63,0.8,0.77,0.77,0.62,0.71,0.81
pi-qmc.csv,0.81,0.53,0.7,0.67,0.73,0.93,0.54,0.75,0.87,0.72,0.78,0.09,0.64,1.0
repositorium.csv,0.68,0.75,0.79,0.92,0.92,0.27,0.85,0.69,0.58,0.86,0.81,1.03,0.78,0.88
superwaba.csv,0.06,0.52,0.68,0.87,0.74,0.62,0.6,0.61,0.67,0.65,0.54,0.47,0.6,0.7
xapian.csv,0.84,0.51,0.71,0.43,0.51,0.76,0.5,0.81,0.67,0.51,0.12,0.68,0.56,0.78
zemljanka.csv,0.57,0.65,1.0,0.78,0.92,0.99,1.0,0.96,1.0,0.66,0.91,1.0,1.0,0.0
