,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.45,0.57,0.75,0.18,0.56,0.14,0.27,0.69,0.55,0.83,0.33,0.71,0.97,0.95
doomlegacy.csv,0.51,0.55,0.74,0.13,0.48,0.12,0.34,0.41,0.42,0.99,0.36,0.62,0.24,0.98
empserver.csv,0.5,0.48,0.69,0.1,0.97,0.12,0.37,0.45,0.5,0.71,0.3,0.33,0.28,0.98
fritzing.csv,0.61,1.0,0.73,0.07,0.51,0.14,0.33,0.42,0.43,0.77,0.35,0.55,0.28,0.97
ifmo-game-1.csv,0.6,0.89,0.6,1.0,0.0,0.0,0.38,0.5,0.0,1.0,1.0,0.67,0.25,1.0
jparsec.csv,0.41,0.56,0.66,0.06,0.53,0.11,0.27,1.0,0.42,0.76,0.22,0.27,0.21,0.96
lmms.csv,0.54,0.83,1.0,0.08,0.51,0.11,0.35,0.62,0.43,0.76,0.28,0.42,0.28,0.97
lufa-lib.csv,0.5,0.59,0.76,0.1,0.5,0.12,0.32,0.38,0.99,0.81,0.28,0.43,0.27,0.95
pgui.csv,0.49,0.53,0.68,0.05,0.67,0.04,1.0,0.77,0.42,0.83,0.67,0.34,0.3,0.98
pi-qmc.csv,0.29,0.67,0.66,0.09,0.58,0.06,0.41,0.38,0.41,0.86,0.38,1.0,0.27,0.95
repositorium.csv,0.41,0.51,0.59,0.04,0.6,1.0,0.19,0.42,0.53,0.67,0.18,0.04,0.2,0.92
superwaba.csv,1.0,0.64,0.7,0.05,0.58,0.16,0.37,0.47,0.47,0.84,0.41,0.63,0.29,0.96
xapian.csv,0.37,0.61,0.67,0.17,0.65,0.14,0.4,0.35,0.46,0.87,1.0,0.78,0.29,0.96
zemljanka.csv,0.46,0.53,0.64,0.09,0.47,0.11,0.28,0.4,0.43,0.79,0.23,0.28,0.19,1.0
