,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.17,0.16,0.13,0.13,0.0,0.98
irrlicht.csv,0.0,0.63,0.0,0.0,0.0,0.0
qedo.csv,0.1,0.19,0.0,0.13,0.7,0.0
qse.csv,0.78,0.59,0.78,0.51,0.33,0.57
toped.csv,0.82,0.51,0.49,0.28,0.52,0.52
truevision.csv,0.64,0.52,0.0,0.75,0.21,0.23
