,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.14,0.13,0.11,0.11,0.0,1.0
irrlicht.csv,1.0,0.71,1.0,1.0,1.0,1.0
qedo.csv,0.08,0.16,0.0,0.11,0.68,0.0
qse.csv,0.86,0.61,0.77,0.47,0.32,0.8
toped.csv,0.78,0.72,0.94,0.24,0.55,1.0
truevision.csv,0.73,0.51,0.0,0.76,0.18,0.2
