,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.24,0.22,0.21,0.19,0.0,0.71
irrlicht.csv,0.92,0.75,0.6,0.52,0.16,0.18
qedo.csv,0.14,0.26,0.0,0.14,0.36,0.0
qse.csv,0.89,0.69,0.76,0.47,0.08,0.19
toped.csv,0.88,0.74,0.62,0.26,0.14,0.21
truevision.csv,0.8,0.62,0.0,0.67,0.08,0.07
