,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.67,0.71,0.73,0.68,0.81,0.76,0.74,0.36,0.78,0.69,0.05,0.05,0.48,0.7,1.0,0.37,0.42,1.0,0.43
fbmanager.csv,0.73,0.9,0.79,0.8,0.81,0.67,0.93,0.4,0.89,1.0,0.11,0.05,0.72,0.89,1.0,0.0,0.0,1.0,0.7
fido.csv,0.0,1.0,0.0,0.71,0.73,0.5,0.78,0.0,0.67,0.0,0.03,0.25,0.0,0.0,1.0,0.34,0.1,1.0,0.3
fityk.csv,0.6,0.61,0.6,0.72,0.85,0.71,0.74,0.17,0.83,0.63,0.07,0.03,0.3,0.83,1.0,0.36,0.26,0.98,0.48
fleet-simulator.csv,0.48,0.6,0.51,0.68,0.81,0.5,0.77,0.2,0.71,0.54,0.04,0.04,0.26,0.69,1.0,0.31,0.27,0.98,0.35
freenet.csv,0.5,0.58,0.52,0.78,0.85,0.5,0.78,0.14,0.68,0.55,0.04,0.06,0.31,0.64,0.8,0.33,0.26,0.98,0.31
geogebra.csv,0.77,0.75,0.82,0.69,0.87,0.67,0.83,0.39,0.9,0.68,0.07,0.03,0.59,0.87,1.0,0.38,0.45,1.0,0.47
google-caja.csv,0.67,0.62,0.65,0.69,0.82,0.53,0.9,0.15,0.83,0.83,0.04,0.04,0.31,0.69,0.98,0.33,0.27,0.98,0.33
hibernate.csv,0.66,0.64,0.72,0.82,0.85,0.7,0.92,0.14,0.75,0.9,0.05,0.1,0.39,0.73,1.0,0.45,0.34,0.98,0.4
itext.csv,0.68,0.6,0.7,0.69,0.81,0.61,0.75,0.16,0.78,0.8,0.05,0.06,0.34,0.66,0.98,0.37,0.34,1.0,0.41
k3b.csv,0.65,0.64,0.52,0.7,0.78,0.55,0.76,0.13,0.86,0.64,0.05,0.05,0.32,0.69,0.83,0.34,0.23,1.0,0.32
megameknet.csv,0.65,0.69,0.71,0.76,0.84,0.68,0.76,0.18,0.75,0.67,0.06,0.03,0.44,0.72,0.95,0.38,0.3,1.0,0.58
myfaces.csv,0.66,0.74,0.72,0.75,0.87,0.62,0.92,0.37,0.82,0.83,0.05,0.05,0.63,0.75,0.98,0.41,0.41,1.0,0.4
onotoa.csv,0.45,0.5,0.67,0.7,0.87,0.47,0.74,0.12,0.72,0.53,0.01,0.03,0.37,0.66,1.0,0.28,0.34,0.98,0.25
paintown.csv,0.76,0.67,0.59,0.69,0.82,0.46,0.72,0.14,0.77,0.63,0.04,0.04,0.23,0.74,0.85,0.28,0.22,0.97,0.3
powerfolder.csv,0.7,0.75,0.62,0.77,0.86,0.73,1.0,0.2,0.84,0.62,0.31,0.06,0.22,0.7,0.95,0.42,0.28,1.0,0.53
triplea.csv,0.63,0.81,0.64,0.66,0.84,0.58,0.78,0.14,0.78,0.71,0.04,0.04,0.24,0.76,1.0,0.3,0.26,0.98,0.31
xamj.csv,0.72,0.67,0.65,0.68,0.81,0.64,0.79,0.32,0.81,0.63,0.12,0.05,0.29,0.73,1.0,0.38,0.42,1.0,0.58
