,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.83,0.2,0.0,0.81,0.38,0.58
jruby.csv,0.25,0.52,0.67,0.07,0.12,0.42
pdfedit.csv,0.25,0.59,0.63,0.33,0.25,0.47
rectracker.csv,0.92,0.78,0.19,0.79,0.5,1.0
wxlua.csv,0.25,0.5,0.19,0.7,0.62,0.21
x4x.csv,0.5,0.76,0.26,0.67,0.12,0.95
