,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.63,0.72,0.1,0.68,0.61,0.63
jruby.csv,0.66,0.34,0.79,0.23,0.41,0.8
pdfedit.csv,0.36,0.38,0.67,0.75,0.55,0.58
rectracker.csv,0.88,0.48,0.89,0.68,0.77,0.92
wxlua.csv,0.39,0.4,0.61,0.57,0.94,0.34
x4x.csv,0.78,0.52,0.34,0.59,0.29,0.9
