,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.68,0.2,0.38,0.17,0.09,0.47,0.45,0.13,0.0,0.11,0.29,0.57,0.0,0.0,0.77,0.21,0.0,0.0,0.29
co-ode-owl-plugins.csv,0.61,0.48,0.64,0.68,0.65,0.74,0.59,0.62,0.28,0.75,0.51,0.29,0.63,0.66,0.29,0.53,0.41,0.59,0.47
exl.csv,0.32,0.5,0.11,0.67,0.42,0.62,0.58,0.32,0.46,0.36,0.65,0.54,0.2,0.38,0.4,0.49,0.54,0.6,0.83
firebreath.csv,0.57,0.47,0.21,0.69,0.68,0.66,0.62,0.65,0.52,0.38,0.43,0.61,0.57,0.62,0.32,0.62,0.16,0.37,0.62
irplus.csv,0.44,0.48,0.11,0.74,0.46,0.62,0.64,0.42,0.62,0.25,0.39,0.38,0.49,0.87,0.22,0.62,0.66,0.33,0.44
jasperreports.csv,0.44,0.49,0.41,0.17,0.4,0.42,0.59,0.39,0.0,0.08,0.22,0.24,0.31,0.94,0.18,0.44,0.58,0.33,0.54
javaprofiler.csv,0.65,0.72,0.6,0.33,0.17,0.71,0.62,0.53,0.41,0.76,0.62,0.43,0.44,0.87,0.23,0.59,0.27,0.78,0.0
konversation.csv,0.2,0.36,0.4,0.82,0.46,0.41,0.45,0.49,0.28,0.49,0.09,0.62,0.68,0.86,0.17,0.57,0.48,0.34,0.45
lazarus-ccr.csv,0.79,0.49,0.0,0.26,0.31,0.5,0.58,0.5,0.45,0.63,0.2,0.61,0.67,0.34,0.58,0.47,0.43,0.41,0.0
linuxsh.csv,0.55,0.46,0.65,0.1,0.2,0.61,0.42,0.21,0.0,0.74,0.48,0.43,0.07,0.05,0.23,0.28,0.09,0.16,0.58
migen.csv,0.24,0.36,0.64,0.6,0.62,0.41,0.69,0.42,0.06,0.69,0.72,0.6,0.13,0.89,0.1,0.36,0.0,0.62,0.79
moviesandbox.csv,0.57,0.56,0.58,0.75,0.6,0.69,0.63,0.61,0.22,0.73,0.53,0.55,0.58,0.63,0.26,0.46,0.3,0.58,0.71
mvnforum.csv,0.0,0.3,0.5,0.2,0.45,0.47,0.36,0.41,0.12,0.6,0.61,0.23,0.57,0.1,0.48,0.14,0.09,0.42,0.39
nebuladevice.csv,0.44,0.42,0.0,0.28,0.16,0.11,0.4,0.47,0.58,0.67,0.11,0.55,0.2,0.35,0.09,0.19,0.68,0.59,0.0
ontomorphtab.csv,0.46,0.73,0.48,0.74,0.75,0.65,0.61,0.55,0.54,0.25,0.46,0.82,0.42,0.9,0.23,0.51,0.58,0.36,0.76
opengs.csv,0.2,0.27,0.6,0.76,0.65,0.64,0.36,0.58,0.17,0.2,0.76,0.59,0.52,0.59,0.38,0.28,0.48,0.47,0.82
scite-ru.csv,0.44,0.67,0.49,0.58,0.72,0.62,0.63,0.55,0.52,0.66,0.74,0.57,0.27,0.05,0.38,0.64,0.4,0.24,0.47
tokratan.csv,0.25,0.38,0.57,0.62,0.61,0.62,0.59,0.31,0.12,0.07,0.36,0.63,0.6,0.74,0.15,0.45,0.53,0.56,0.65
xuggle.csv,0.64,0.6,0.57,0.6,0.77,0.62,0.57,0.57,0.61,0.25,0.75,0.69,0.61,0.17,0.58,0.63,0.48,0.52,0.37
