,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.63,0.37,0.65,0.24
emftriple.csv,0.24,0.12,0.33,0.12
fluent-nhibernate.csv,0.24,0.31,0.18,0.09
gpsmid.csv,0.18,0.96,0.36,0.77
