,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.73,0.03,0.24,0.57
emftriple.csv,0.22,0.56,0.0,0.26
fluent-nhibernate.csv,0.74,0.0,0.51,0.45
gpsmid.csv,0.85,0.14,0.33,0.46
