,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.65,0.98,0.65,0.44
emftriple.csv,0.89,0.12,1.05,0.82
fluent-nhibernate.csv,0.39,1.05,0.19,0.66
gpsmid.csv,0.25,0.96,0.38,0.78
