,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.33,0.59,0.51,0.43,0.36,0.44,0.67,0.5,0.56,0.35,0.41,0.33,0.0,0.68,0.75,0.36,0.48,0.0,0.6
beast-mcmc.csv,0.56,0.4,0.51,0.53,0.43,0.44,0.38,0.42,0.4,0.36,0.42,0.39,0.45,0.48,0.46,0.38,0.54,0.42,0.52
bigdata.csv,0.69,0.46,0.55,0.46,0.41,0.51,0.37,0.7,0.91,0.41,0.48,0.49,0.47,0.57,0.48,0.42,0.41,0.4,0.39
codesmith.csv,0.66,0.48,0.63,0.51,0.51,0.41,0.48,0.46,0.0,0.41,0.62,0.92,0.46,0.66,0.8,0.42,0.48,0.56,0.41
coot.csv,0.52,0.62,0.57,0.56,0.0,0.64,0.42,0.92,0.6,0.5,0.72,0.75,0.0,0.56,0.39,0.65,0.87,0.0,0.47
cuberok.csv,0.64,0.58,0.57,0.6,0.46,0.47,0.52,0.57,0.67,0.54,0.44,0.4,0.45,0.52,0.92,0.34,0.56,0.42,0.39
icescrum.csv,0.54,0.54,0.67,0.59,0.55,0.46,0.39,0.46,0.47,0.52,0.55,0.5,0.5,0.5,0.42,0.46,0.93,0.36,0.82
jbasic.csv,0.41,0.43,0.64,0.48,0.48,0.4,0.48,0.51,0.43,0.38,0.5,0.39,0.48,0.45,0.44,0.38,0.6,0.42,0.77
jrefactory.csv,0.47,0.59,0.55,0.71,0.86,0.83,0.4,0.67,0.52,0.88,0.98,0.68,0.58,0.63,0.43,0.5,0.43,0.45,0.38
jsecurity.csv,0.97,0.48,0.5,0.77,0.52,0.55,0.46,0.64,0.59,0.75,0.66,0.5,0.64,0.82,0.39,0.83,0.47,0.36,0.67
kolmafia.csv,0.35,0.37,0.4,0.4,0.39,0.39,0.39,0.44,0.41,0.33,0.39,0.36,0.62,0.42,0.37,0.32,0.49,0.36,0.36
libopenmetaverse.csv,0.33,0.38,0.46,0.47,0.52,0.37,0.43,0.43,0.45,0.35,0.4,0.4,0.48,0.45,0.45,0.32,0.61,0.35,0.37
mevenide.csv,0.96,0.72,0.96,0.88,0.86,0.98,0.86,0.76,0.89,0.83,0.83,0.75,0.67,0.69,0.8,0.8,0.92,0.83,0.86
mobicents.csv,0.41,0.41,0.62,0.5,0.39,0.45,0.45,0.43,0.55,0.39,0.4,0.35,0.46,0.51,0.46,0.36,0.64,0.44,0.39
opendvr.csv,0.48,0.54,0.65,0.54,0.34,0.45,0.89,0.51,0.65,0.34,0.43,0.34,0.73,0.94,0.48,0.53,0.5,0.5,0.9
power-architect.csv,0.38,0.41,0.4,0.48,0.35,0.39,0.38,0.58,0.6,0.43,0.41,0.36,0.44,0.53,0.44,0.31,0.36,0.41,0.38
sidekar.csv,0.0,0.0,0.0,0.49,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.44,0.86,0.0,0.0,0.0,0.0,0.0
ta3d.csv,0.91,0.68,0.97,0.93,0.86,0.92,0.6,0.67,0.74,0.67,0.76,0.38,0.0,0.93,0.75,0.7,0.92,0.44,0.37
thedata.csv,0.4,0.55,0.63,0.56,0.59,0.47,0.43,0.5,0.45,0.38,0.5,0.39,0.46,0.58,0.42,0.71,0.68,0.41,0.89
