,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.07,0.29,0.7,0.12,0.11,0.47,0.17,0.21,0.86,0.8,0.38,0.33,0.47,0.2,0.31,0.56,0.35
blue-c.csv,0.43,0.77,0.69,0.16,0.2,0.44,0.86,1.0,0.34,0.25,0.84,0.42,0.7,0.76,0.48,0.56,0.52
factor.csv,0.12,0.36,0.11,0.0,0.32,0.0,0.57,0.72,0.14,0.02,0.19,0.62,0.1,0.18,0.26,0.59,0.13
fltk.csv,0.21,0.25,0.65,0.24,0.42,0.24,0.93,0.97,0.14,0.09,0.32,0.12,0.1,0.58,0.35,0.62,0.26
free-evolution.csv,0.16,0.23,0.67,0.04,0.21,0.05,0.33,0.79,0.2,0.67,0.29,0.62,0.31,0.29,0.38,0.56,0.17
icescrum.csv,0.29,0.37,0.44,0.04,0.23,0.33,0.36,0.38,0.42,0.33,0.37,0.04,0.37,0.33,0.26,0.22,0.48
jbasic.csv,0.55,0.71,0.95,0.4,0.44,0.39,0.88,0.49,0.66,1.0,0.67,0.12,0.03,1.0,0.48,0.78,0.96
kvs.csv,0.18,0.25,0.54,0.04,0.3,0.98,0.22,0.05,0.83,0.87,0.23,0.12,0.52,0.36,0.21,0.5,0.57
monetdb.csv,0.07,0.01,0.31,0.2,0.03,0.03,0.52,0.56,0.39,0.11,0.28,0.21,0.37,0.38,0.26,0.25,0.13
phet.csv,0.82,0.31,0.29,0.96,0.8,0.74,0.28,0.05,0.69,0.85,0.61,0.62,0.94,0.56,0.77,0.38,0.78
projecteqemu.csv,0.03,0.19,0.24,0.04,0.09,0.39,0.52,0.62,0.19,0.29,0.31,0.08,0.06,0.27,0.15,0.41,0.13
repositorium.csv,0.83,0.52,0.2,0.08,0.77,0.27,0.02,0.03,0.0,0.02,0.44,0.54,0.31,0.31,0.43,0.28,0.48
smarttag.csv,0.74,0.65,0.83,0.4,0.94,0.15,0.9,0.26,0.15,0.31,0.56,0.17,0.13,0.89,0.52,0.66,0.91
sumatrapdf.csv,0.75,0.87,0.94,0.92,0.91,0.88,0.95,1.0,0.49,0.22,0.91,0.58,0.87,0.91,0.84,0.91,0.74
voms.csv,0.13,0.73,0.63,0.0,0.15,0.14,0.81,0.67,0.27,0.15,0.4,0.17,0.05,0.44,0.17,0.53,0.35
vrjuggler.csv,0.41,0.36,0.67,0.28,0.44,0.21,0.17,0.08,0.36,0.76,0.05,0.17,0.4,0.38,0.2,0.09,0.87
wheat.csv,0.29,0.23,0.23,0.24,0.27,0.08,0.31,0.23,0.15,0.44,0.53,0.25,0.56,0.11,0.33,0.5,0.09
