,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.03,0.04,0.11,0.7,0.01,0.05,0.25,0.18,0.21,0.44,0.2,0.74,0.71,0.22
boost-sandbox.csv,0.69,0.65,0.51,0.2,0.85,0.69,0.58,0.59,0.43,0.47,0.44,0.41,0.0,0.17
customwars.csv,0.47,0.34,0.44,0.59,0.26,0.23,0.0,0.47,0.46,0.31,0.44,0.26,0.86,0.25
dvd-create.csv,0.61,0.82,0.53,0.63,0.78,0.83,0.0,0.82,0.79,0.89,0.76,0.89,0.71,0.73
frogatto.csv,1.0,0.73,0.62,0.85,0.72,0.59,0.92,0.94,0.89,0.56,0.96,0.57,1.0,0.9
glelite.csv,0.98,0.99,0.47,1.0,0.92,0.45,0.92,0.65,0.86,0.89,0.96,0.85,1.0,0.97
go.csv,0.66,0.77,0.42,0.81,0.61,0.94,0.25,1.0,0.36,0.81,0.76,0.48,0.43,0.57
irplus.csv,0.53,0.39,0.58,0.56,0.41,0.23,0.0,0.88,0.71,0.53,0.68,0.41,0.71,0.29
lsb.csv,0.63,0.57,0.76,0.7,0.85,0.3,0.0,0.82,0.54,0.72,0.84,0.56,1.0,0.53
moving-pictures.csv,0.36,0.22,0.44,0.17,0.12,0.59,0.0,0.82,0.64,0.61,0.4,0.24,0.29,0.25
mpgravity.csv,0.9,0.72,0.78,0.35,0.82,0.97,0.67,1.0,0.54,0.78,0.88,0.87,0.86,0.75
plearn.csv,0.64,0.2,0.04,0.07,0.18,0.97,0.75,0.47,0.25,0.22,0.44,0.5,0.86,0.58
rebecca-aiml.csv,0.42,0.56,0.69,0.67,0.34,0.24,0.0,0.82,0.86,0.58,0.72,0.89,0.71,0.45
wxcode.csv,0.34,0.33,0.11,0.54,0.11,0.14,0.75,0.29,0.25,0.08,0.28,0.17,1.0,0.31
