,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.13,0.45,0.13,0.0,0.21,0.47,0.06,0.34,0.26,0.54,0.19,0.08,0.27,0.43,0.32,0.16,0.45,0.44,0.53,0.54
baadengine.csv,0.84,0.09,0.36,0.03,0.63,0.19,0.47,0.43,0.31,0.62,0.24,0.08,0.33,0.7,0.37,0.22,0.82,0.49,0.56,0.86
bibedt.csv,0.44,0.19,0.79,0.03,0.63,0.47,0.56,0.35,0.33,0.48,0.27,0.17,0.61,0.63,0.31,0.15,0.55,0.44,0.54,0.85
cascading.csv,0.57,0.0,0.82,0.05,0.72,0.49,0.62,0.4,0.39,0.49,0.27,0.11,0.43,0.72,0.28,0.12,0.74,0.41,0.44,0.72
dataobjectsdotnet.csv,0.64,0.12,0.8,0.05,0.51,0.17,0.6,0.42,0.19,0.52,0.24,0.0,0.31,0.43,0.25,0.18,0.62,0.56,0.47,0.88
exl.csv,0.49,0.12,0.88,0.02,0.6,0.48,0.58,0.4,0.33,0.42,0.26,0.0,0.31,0.53,0.21,0.19,0.79,0.58,0.2,0.82
gogoego.csv,0.49,0.0,0.41,0.05,0.62,0.38,0.62,0.39,0.28,0.64,0.26,0.0,0.33,0.49,0.3,0.14,0.86,0.43,0.12,0.71
httpcontentparser.csv,0.4,0.05,0.5,0.0,0.59,0.06,0.12,0.38,0.33,0.23,0.44,0.06,0.34,0.6,0.24,0.21,0.62,0.41,0.37,0.63
impala.csv,0.19,0.14,0.42,0.03,0.66,0.46,0.42,0.37,0.29,0.28,0.21,0.08,0.43,0.62,0.27,0.33,0.49,0.43,0.56,0.73
jaxlib.csv,0.43,0.07,0.26,0.0,0.62,0.43,0.5,0.4,0.21,0.5,0.26,0.67,0.42,0.71,0.12,0.11,0.6,0.33,0.4,0.88
jgameai.csv,0.08,0.13,0.0,0.0,0.17,0.4,0.05,0.1,0.08,0.12,0.04,0.15,0.14,0.13,0.0,0.0,0.02,0.03,0.12,0.05
jhotdraw.csv,0.6,0.17,0.9,0.03,0.69,0.46,0.0,0.38,0.51,0.3,0.19,0.08,0.0,0.25,0.24,0.1,0.78,0.25,0.12,0.52
loki-lib.csv,0.38,0.14,0.76,0.03,0.61,0.36,0.5,0.38,0.31,0.51,0.3,0.0,0.25,0.49,0.23,0.23,0.48,0.41,0.63,0.36
patterntesting.csv,0.85,0.11,0.93,0.02,0.77,0.45,0.47,0.39,0.32,0.71,0.2,0.08,0.3,0.74,0.23,0.16,0.87,0.54,0.57,0.85
pokeglobal.csv,0.77,0.04,0.91,0.11,0.75,0.17,0.47,0.37,0.21,0.6,0.26,0.0,0.34,0.27,0.21,0.22,0.48,0.56,0.29,0.74
snakeyaml.csv,0.42,0.0,0.35,0.07,0.47,0.28,0.46,0.3,0.38,0.45,0.3,0.0,0.33,0.55,0.49,0.08,0.5,0.42,0.24,0.7
unflobtactical.csv,0.84,0.16,0.92,0.03,0.68,0.48,0.57,0.33,0.29,0.72,0.26,0.07,0.42,0.78,0.21,0.16,0.74,0.43,0.56,0.83
werx.csv,0.85,0.15,0.98,0.02,0.73,0.45,0.47,0.37,0.31,0.55,0.19,0.08,0.33,0.72,0.23,0.21,0.87,0.6,0.56,0.59
zealos.csv,0.1,0.2,0.18,0.0,0.09,0.23,0.59,0.11,0.03,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,0.06,0.0
