,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.0,2.0,0.0,101.0,0.0,0.0,2.0,1.0,25.0,1.0,6.0,25.0,2.0,0.0,13.0,8.0,0.0,1.0,4.0,1.0
baadengine.csv,0.0,2.0,0.0,59.0,0.0,13.0,11.0,0.0,0.0,3.0,6.0,23.0,2.0,1.0,3.0,7.0,0.0,5.0,4.0,0.0
bibedt.csv,0.0,0.0,0.0,55.0,0.0,0.0,6.0,14.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0
cascading.csv,0.0,69.0,0.0,25.0,0.0,1.0,1.0,8.0,2.0,0.0,5.0,8.0,0.0,0.0,18.0,28.0,0.0,1.0,1.0,1.0
dataobjectsdotnet.csv,1.0,3.0,0.0,24.0,1.0,2.0,5.0,0.0,3.0,8.0,13.0,49.0,6.0,0.0,58.0,7.0,0.0,0.0,2.0,0.0
exl.csv,0.0,1.0,0.0,67.0,3.0,0.0,5.0,0.0,0.0,5.0,1.0,49.0,7.0,2.0,67.0,8.0,0.0,0.0,2.0,0.0
gogoego.csv,0.0,69.0,0.0,28.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,49.0,0.0,1.0,21.0,11.0,1.0,0.0,2.0,0.0
httpcontentparser.csv,0.0,20.0,0.0,101.0,0.0,3.0,0.0,3.0,0.0,1.0,5.0,23.0,0.0,4.0,62.0,0.0,0.0,0.0,0.0,1.0
impala.csv,0.0,2.0,0.0,54.0,4.0,0.0,4.0,9.0,0.0,7.0,5.0,14.0,2.0,0.0,8.0,2.0,0.0,5.0,4.0,3.0
jaxlib.csv,0.0,1.0,0.0,101.0,1.0,2.0,0.0,2.0,0.0,8.0,3.0,2.0,0.0,3.0,6.0,7.0,0.0,3.0,1.0,0.0
jgameai.csv,20.0,0.0,200.0,101.0,0.0,2.0,3.0,1.0,7.0,0.0,34.0,14.0,7.0,4.0,205.0,207.0,0.0,5.0,0.0,1.0
jhotdraw.csv,0.0,2.0,0.0,57.0,4.0,0.0,97.0,5.0,2.0,8.0,0.0,17.0,50.0,0.0,10.0,6.0,0.0,0.0,1.0,0.0
loki-lib.csv,0.0,2.0,0.0,60.0,0.0,2.0,9.0,1.0,0.0,3.0,18.0,49.0,5.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0
patterntesting.csv,1.0,2.0,0.0,81.0,0.0,0.0,11.0,27.0,0.0,1.0,6.0,25.0,2.0,0.0,70.0,15.0,0.0,0.0,2.0,0.0
pokeglobal.csv,1.0,2.0,0.0,8.0,1.0,5.0,11.0,8.0,0.0,8.0,17.0,49.0,2.0,4.0,68.0,7.0,0.0,0.0,2.0,0.0
snakeyaml.csv,0.0,69.0,0.0,18.0,0.0,2.0,0.0,12.0,1.0,0.0,0.0,49.0,4.0,0.0,1.0,14.0,0.0,2.0,0.0,1.0
unflobtactical.csv,1.0,1.0,0.0,61.0,0.0,0.0,0.0,4.0,0.0,6.0,10.0,14.0,0.0,0.0,49.0,6.0,0.0,3.0,1.0,0.0
werx.csv,1.0,3.0,0.0,83.0,4.0,0.0,11.0,5.0,0.0,8.0,6.0,24.0,2.0,0.0,70.0,7.0,0.0,0.0,4.0,0.0
zealos.csv,5.0,0.0,0.0,101.0,0.0,1.0,7.0,1.0,6.0,0.0,187.0,49.0,50.0,60.0,205.0,207.0,1.0,0.0,1.0,53.0
