,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.57,0.33,0.29,0.49,0.39,0.28,0.07,0.34,0.02,0.11,0.56
ivatamasks.csv,0.09,0.77,0.13,0.81,0.09,0.48,0.35,0.61,0.36,0.0,0.27
java-gnome.csv,0.81,0.26,0.47,0.61,0.48,0.2,0.59,0.53,0.86,0.23,0.35
orc.csv,0.06,0.24,0.36,0.21,0.0,0.36,0.2,0.25,0.0,0.0,0.26
plato.csv,0.17,0.0,0.0,0.09,0.27,0.9,0.17,0.59,0.62,0.0,0.05
rodin-b-sharp.csv,0.0,0.0,0.55,0.09,0.07,0.5,0.81,0.38,0.72,0.0,0.13
tycho.csv,0.19,0.5,0.42,0.53,0.37,0.36,0.3,0.47,0.21,0.75,0.37
umber.csv,0.86,0.0,0.54,0.66,0.51,0.38,0.74,0.46,0.24,0.07,0.29
unicase.csv,0.83,0.0,0.13,0.32,0.45,0.62,0.6,0.49,0.24,0.49,0.74
vienna-add-in.csv,0.57,0.0,0.49,0.44,0.72,0.47,0.5,0.64,0.22,0.61,0.38
wpdev.csv,0.0,1.0,0.05,0.0,0.09,0.0,0.0,0.0,0.0,0.17,0.0
