,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.49,0.82,0.8,0.41,0.56,0.45,0.67,0.4,0.38,0.45,0.46,0.44,0.31,0.38,0.41,0.48,0.52,0.38,0.41
elvishrayrenderer.csv,0.98,0.42,0.49,0.37,0.71,0.43,0.88,0.36,0.39,0.57,0.5,0.58,0.36,0.83,0.48,0.98,0.55,0.56,0.41
graphmak.csv,0.47,0.83,0.75,0.54,0.47,0.92,0.89,0.53,0.45,0.63,0.54,0.51,0.3,0.5,0.93,0.51,0.94,0.95,0.5
jmol.csv,0.35,0.39,0.45,0.41,0.42,0.57,0.4,0.39,0.49,0.43,0.44,0.38,0.38,0.51,0.45,0.43,0.45,0.41,0.31
mesa3d.csv,0.74,0.32,0.47,0.89,0.55,0.72,0.5,0.51,0.5,0.44,0.41,0.43,0.42,0.57,0.39,0.47,0.51,0.57,0.37
minig.csv,0.54,0.97,0.49,0.75,0.54,0.5,0.53,0.75,0.67,0.51,0.34,0.45,0.3,0.52,0.9,0.61,0.99,0.96,0.53
moving-pictures.csv,0.64,0.29,0.5,0.52,0.44,0.72,0.55,0.46,0.44,0.51,0.71,0.53,0.46,0.59,0.94,0.39,0.67,0.54,0.38
ngl.csv,0.5,0.4,0.5,0.36,0.52,0.57,0.44,0.43,0.37,0.46,0.34,0.36,0.31,0.37,0.96,0.48,0.97,0.43,0.42
nunit.csv,0.5,0.36,0.49,0.47,0.44,0.45,0.45,0.37,0.43,0.78,0.41,0.56,0.37,0.96,0.96,0.59,0.97,0.61,0.67
octave.csv,0.57,0.61,0.83,0.7,0.67,0.96,0.46,0.8,0.36,0.55,0.54,0.5,0.41,0.85,0.7,0.6,0.97,0.45,0.5
opengs.csv,0.7,0.35,0.5,0.56,0.92,0.92,0.53,0.59,0.6,0.64,0.95,0.56,0.6,0.45,0.45,0.69,0.51,0.51,0.4
owlib.csv,0.36,0.29,0.35,0.3,0.38,0.32,0.33,0.33,0.33,0.43,0.33,0.35,0.3,0.39,0.33,0.35,0.33,0.34,0.28
prelude.csv,0.4,0.38,0.44,0.39,0.35,0.5,0.37,0.37,0.36,0.46,0.34,0.39,0.3,0.33,0.43,0.43,0.41,0.36,0.33
tokratan.csv,0.55,0.36,0.8,0.5,0.94,0.54,0.51,0.47,0.92,0.74,0.49,0.74,0.53,0.76,0.45,0.57,0.44,0.55,0.39
xfce.csv,0.48,0.37,0.67,0.33,0.51,0.55,0.45,0.38,0.4,0.6,0.46,0.41,0.34,0.38,0.4,0.47,0.43,0.48,0.45
xharbour.csv,0.4,0.37,0.67,0.41,0.5,0.63,0.48,0.41,0.36,0.41,0.33,0.36,0.38,0.39,0.46,0.47,0.46,0.37,0.41
zabbix.csv,0.53,0.37,0.64,0.59,0.54,0.65,0.6,0.48,0.53,0.54,0.85,0.51,0.92,0.73,0.41,0.5,0.48,0.57,0.39
zengine.csv,0.4,0.34,0.44,0.39,0.39,0.58,0.42,0.37,0.36,0.41,0.33,0.36,0.29,0.37,0.4,0.45,0.38,0.36,0.37
zildo.csv,0.37,0.38,0.5,0.41,0.65,0.42,0.65,0.42,0.88,0.74,0.43,0.78,0.67,0.43,0.4,0.56,0.41,0.63,0.33
