,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.57,0.27,0.12,0.38,0.45,0.85,0.25,0.62,0.61,0.47,0.47,0.53,0.6,0.31,0.59,0.7,0.45,0.57,0.44
elvishrayrenderer.csv,0.24,0.55,0.0,0.56,0.4,0.5,0.13,0.72,0.64,0.37,0.52,0.52,0.42,0.06,0.17,0.26,0.58,0.66,0.7
graphmak.csv,0.43,0.09,0.12,0.77,0.44,0.43,0.47,0.54,0.67,0.54,0.51,0.53,0.13,0.61,0.07,0.63,0.05,0.21,0.33
jmol.csv,0.55,0.0,0.77,0.09,0.67,0.45,0.62,0.0,0.53,0.17,0.65,0.23,0.52,0.76,0.35,0.43,0.0,0.38,0.6
mesa3d.csv,0.36,0.62,0.38,0.24,0.6,0.4,0.48,0.56,0.36,0.69,0.64,0.57,0.42,0.3,0.72,0.66,0.57,0.58,0.56
minig.csv,0.41,0.34,0.0,0.28,0.38,0.57,0.0,0.29,0.26,0.5,0.0,0.68,0.0,0.49,0.38,0.34,0.33,0.43,0.47
moving-pictures.csv,0.43,0.75,0.06,0.55,0.53,0.49,0.34,0.39,0.69,0.48,0.39,0.5,0.63,0.46,0.11,0.62,0.0,0.58,0.49
ngl.csv,0.55,0.0,0.0,0.64,0.61,0.39,0.62,0.63,0.67,0.61,0.41,0.62,0.41,0.09,0.17,0.64,0.15,0.61,0.53
nunit.csv,0.6,0.72,0.72,0.54,0.58,0.67,0.57,0.64,0.67,0.31,0.62,0.54,0.49,0.36,0.13,0.5,0.23,0.66,0.35
octave.csv,0.55,0.36,0.17,0.23,0.59,0.18,0.51,0.23,0.52,0.43,0.53,0.5,0.48,0.07,0.45,0.4,0.24,0.48,0.43
opengs.csv,0.37,0.67,0.06,0.55,0.17,0.27,0.52,0.45,0.73,0.6,0.18,0.46,0.4,0.52,0.58,0.28,0.56,0.44,0.61
owlib.csv,0.7,0.65,0.54,0.68,0.66,0.64,0.48,0.69,0.54,0.68,0.65,0.75,0.62,0.53,0.59,0.57,0.66,0.63,0.66
prelude.csv,0.09,0.0,0.77,0.0,0.42,0.6,0.69,0.21,0.43,0.41,0.33,0.6,0.24,0.23,0.66,0.36,0.64,0.39,0.6
tokratan.csv,0.51,0.57,0.15,0.53,0.17,0.51,0.7,0.65,0.44,0.44,0.49,0.3,0.4,0.59,0.57,0.5,0.5,0.43,0.49
xfce.csv,0.6,0.63,0.45,0.62,0.54,0.66,0.43,0.62,0.65,0.5,0.52,0.51,0.57,0.2,0.66,0.64,0.58,0.73,0.41
xharbour.csv,0.05,0.8,0.47,0.56,0.57,0.63,0.6,0.6,0.0,0.34,0.0,0.4,0.6,0.2,0.57,0.5,0.27,0.34,0.54
zabbix.csv,0.55,0.66,0.28,0.57,0.35,0.51,0.55,0.4,0.59,0.6,0.3,0.57,0.25,0.56,0.58,0.63,0.51,0.51,0.66
zengine.csv,0.05,0.84,0.71,0.0,0.05,0.42,0.89,0.33,0.35,0.0,0.42,0.21,0.0,0.33,0.62,0.17,0.65,0.21,0.0
zildo.csv,0.6,0.0,0.64,0.37,0.49,0.64,0.59,0.7,0.07,0.57,0.55,0.39,0.33,0.65,0.6,0.43,0.6,0.34,0.58
