,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.8,0.57,0.36,0.98,0.41,0.61,0.51,0.52,0.38,0.51,0.29,0.59,0.53,0.48,0.42,0.53,0.9,0.7,0.49,0.53
alpine.csv,1.0,0.59,0.43,0.98,0.68,1.0,0.6,0.76,1.01,0.31,0.67,0.72,0.61,0.76,0.37,1.0,0.73,0.79,0.71,0.93
autowikibrowser.csv,0.71,0.57,0.84,0.53,0.42,0.72,0.59,0.64,0.64,0.56,0.51,0.67,0.73,0.62,0.44,0.65,0.68,0.86,0.41,0.59
critterding.csv,0.42,0.63,0.99,0.89,0.87,0.57,0.91,0.83,1.0,0.92,0.84,0.88,0.91,0.98,0.86,0.93,0.72,0.95,0.66,0.67
firebird.csv,0.76,0.54,0.94,0.97,0.41,0.45,0.49,0.5,0.98,0.62,0.55,0.88,0.74,0.7,0.55,0.81,0.72,0.92,0.6,0.73
fmri-dmt.csv,0.85,0.85,0.63,1.06,1.03,0.75,0.86,0.64,0.48,0.9,1.06,0.73,0.76,0.88,1.0,0.72,0.77,0.18,0.97,1.0
genecys.csv,0.98,0.72,0.96,0.79,0.97,0.51,0.91,0.84,0.87,0.95,0.92,0.91,0.93,0.97,0.93,0.91,0.89,0.89,0.7,0.91
hydrogen.csv,0.6,1.0,1.0,1.0,0.27,0.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53,1.0,1.0,1.01,1.0,1.0
jcae.csv,0.94,0.76,0.2,0.95,0.5,0.8,0.48,0.76,0.71,0.75,0.3,0.92,0.94,0.67,0.58,0.71,0.97,0.87,0.56,1.0
kftpgrabber.csv,0.7,0.72,0.77,1.0,0.83,0.94,0.5,0.83,0.87,0.75,0.37,0.68,0.91,0.67,0.3,0.57,0.86,0.83,0.58,0.88
libarchive.csv,0.76,0.7,0.94,0.75,0.42,0.71,0.64,0.53,1.0,0.61,0.56,0.64,0.72,0.69,0.7,0.77,0.76,0.94,0.72,0.44
mimosa.csv,0.85,0.92,0.58,0.81,0.83,0.92,0.52,0.56,0.28,0.71,0.38,0.89,0.84,0.48,0.75,0.86,0.69,0.73,0.97,0.85
monetdb.csv,0.67,0.55,0.34,0.94,0.82,0.65,0.4,0.74,0.92,0.46,0.42,0.8,0.89,0.4,0.44,0.5,0.84,0.85,0.67,0.8
nosleepsoftware.csv,0.82,0.79,1.0,0.38,1.0,0.99,0.92,0.97,1.0,0.78,0.99,1.0,0.92,1.0,1.0,1.0,0.88,1.0,0.76,0.92
openmsx.csv,0.77,0.79,0.66,0.9,0.86,1.0,0.93,0.75,0.76,0.89,1.0,0.75,0.75,1.0,0.82,0.86,0.55,0.66,0.82,0.81
quarkplayer.csv,0.86,0.9,0.85,1.05,0.88,0.98,1.01,0.95,0.76,0.93,0.98,0.43,0.86,0.92,0.98,0.85,0.8,0.66,0.88,0.84
riff-evolve.csv,0.65,0.62,0.81,1.06,0.39,0.48,0.48,0.41,0.66,0.59,0.31,0.61,0.87,0.66,0.41,0.64,0.75,0.68,0.51,0.64
virtuoso.csv,0.78,0.97,0.97,1.0,0.91,0.97,0.98,0.95,0.98,0.99,0.65,0.89,0.94,0.56,0.99,0.85,0.99,0.83,0.9,0.98
xined.csv,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43,1.0,1.0,1.0,1.0
zoolib.csv,0.8,0.57,0.41,1.08,0.42,0.51,0.5,0.5,0.61,0.63,0.65,0.62,0.39,0.86,0.42,0.49,0.79,0.85,0.61,0.94
