,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.21,0.63,0.78,0.12,0.62,0.76,0.79,0.71,0.68,0.75,0.78,0.64,0.58,0.64,0.63,0.6,0.11,0.33,0.73,0.53
alpine.csv,1.0,0.45,0.67,0.12,0.94,1.0,0.55,0.88,0.87,0.75,0.79,0.36,0.84,0.9,0.8,1.0,0.31,0.83,0.91,1.0
autowikibrowser.csv,0.38,0.67,1.0,0.69,0.62,0.55,0.83,0.54,0.55,0.75,0.89,0.55,0.42,0.67,0.7,0.6,0.49,0.83,0.68,0.43
critterding.csv,0.68,0.5,1.0,0.81,0.94,0.85,0.96,0.93,1.0,0.83,0.98,1.0,0.42,1.0,0.93,1.0,0.35,1.0,0.7,0.71
firebird.csv,0.79,0.55,1.0,0.06,0.69,0.69,0.79,0.78,1.0,0.5,0.77,1.0,0.29,0.88,1.0,1.0,0.34,1.0,0.82,0.9
fmri-dmt.csv,0.56,0.45,0.44,0.44,0.44,0.5,0.26,0.68,0.58,0.33,0.33,0.91,0.87,0.52,0.33,0.7,0.74,1.0,0.73,0.86
genecys.csv,0.91,0.51,1.0,0.81,0.44,0.76,0.85,0.69,0.76,0.83,0.88,0.45,0.32,0.95,0.67,0.6,0.85,0.83,0.43,0.86
hydrogen.csv,0.44,1.0,1.0,1.0,0.81,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83,0.0,1.0,0.83,1.0,1.0
jcae.csv,0.06,0.24,1.0,0.06,0.5,0.21,0.68,0.24,0.32,0.25,0.76,0.09,0.06,0.33,0.43,0.3,0.03,0.17,0.52,0.0
kftpgrabber.csv,0.47,0.28,0.33,0.0,0.19,0.06,0.55,0.18,0.47,0.25,0.64,0.36,0.1,0.33,0.87,0.5,0.14,0.33,0.5,0.12
libarchive.csv,0.68,0.74,1.0,0.69,0.81,0.76,0.77,0.67,1.0,0.75,0.86,0.73,0.52,0.79,0.9,0.9,0.66,1.0,0.86,0.63
mimosa.csv,0.82,0.9,0.56,0.94,0.88,0.77,0.7,0.73,0.82,0.83,0.72,0.82,0.94,0.69,0.77,1.0,0.57,0.5,0.86,0.86
monetdb.csv,0.41,0.58,0.78,0.06,0.19,0.35,0.68,0.29,0.13,0.58,0.6,0.27,0.13,0.67,0.73,0.9,0.18,0.17,0.36,0.2
nosleepsoftware.csv,0.21,0.22,0.0,0.69,0.0,0.03,0.09,0.03,0.0,0.25,0.01,0.0,0.13,0.0,0.0,0.0,0.15,0.0,0.27,0.08
openmsx.csv,0.26,0.27,0.44,0.31,0.75,0.98,0.43,0.53,0.26,0.25,0.0,0.73,0.32,0.0,0.43,0.8,0.58,1.0,0.68,0.24
quarkplayer.csv,0.15,0.12,0.22,0.0,0.19,0.02,0.02,0.05,0.37,0.08,0.24,0.73,0.16,0.17,0.03,0.3,0.2,0.5,0.14,0.49
riff-evolve.csv,0.35,0.41,1.0,0.0,0.62,0.66,0.72,0.67,0.84,0.5,0.82,0.73,0.13,0.83,0.8,0.8,0.26,0.67,0.59,0.37
virtuoso.csv,0.79,0.98,1.0,1.0,0.88,0.61,0.98,0.9,0.79,1.0,0.8,0.91,0.97,0.45,0.9,0.2,0.97,0.67,0.89,0.02
xined.csv,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0
zoolib.csv,0.21,0.62,0.67,0.0,0.62,0.61,0.64,0.66,0.39,0.5,0.38,0.64,0.71,0.14,0.7,0.6,0.22,0.17,0.66,0.06
