,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.29,0.42,0.44,0.44,0.36,0.66,0.42,0.37,0.47,0.48,0.14,0.11,0.46
e-bio-flow.csv,0.35,0.54,0.24,0.52,0.41,0.1,0.14,0.27,0.01,0.07,0.46,0.08,0.08
jas.csv,0.46,0.39,0.05,0.41,0.67,0.21,0.3,0.44,0.49,0.13,0.44,0.44,0.16
jbpm.csv,0.16,0.05,0.02,0.13,0.03,0.05,0.04,0.12,0.0,0.15,0.0,0.0,0.1
jgossipforum.csv,0.65,0.33,0.07,0.28,0.24,0.65,0.26,0.42,0.07,0.05,0.61,0.29,0.03
jmonkeyengine.csv,0.63,0.44,0.29,0.44,0.72,0.47,0.26,0.5,0.6,0.52,0.66,0.59,0.84
joustsim.csv,0.24,0.89,0.23,0.3,0.23,0.9,0.56,0.25,0.14,0.07,0.84,0.59,0.26
log4net.csv,0.46,0.07,0.28,0.19,0.12,0.15,0.1,0.4,0.01,0.28,0.13,0.23,0.12
ngl.csv,0.76,0.58,0.78,0.75,0.81,0.82,0.26,0.65,0.56,0.33,0.78,0.35,0.59
piccolo2d.csv,0.67,0.27,0.3,0.34,0.18,0.19,0.28,0.38,0.0,0.33,0.09,0.2,0.08
pustefix.csv,0.16,0.29,0.46,0.27,0.34,0.29,0.48,0.35,0.29,0.05,0.34,0.58,0.81
reaper3d.csv,0.37,0.23,0.18,0.5,0.2,0.61,0.16,0.31,0.42,0.02,0.33,0.16,0.07
sblim.csv,0.11,0.23,0.26,0.06,0.12,0.16,0.12,0.35,0.07,0.18,0.15,0.75,0.08
