,recall,precision,pf,pci_20,ifa,wins
array4j.csv,0.38,0.12,0.42,0.65,13.0,0
e-bio-flow.csv,0.36,0.25,0.24,0.59,4.0,8
jas.csv,0.43,0.2,0.41,0.64,5.0,5
jbpm.csv,0.03,0.1,0.05,0.77,9.0,2
jgossipforum.csv,0.5,0.24,0.28,0.65,4.0,10
jmonkeyengine.csv,0.5,0.15,0.52,0.56,9.0,1
joustsim.csv,0.8,0.19,0.26,0.58,6.0,9
log4net.csv,0.27,0.23,0.15,0.8,5.0,11
ngl.csv,0.82,0.19,0.65,0.44,4.0,4
piccolo2d.csv,0.54,0.25,0.27,0.49,7.0,6
pustefix.csv,0.37,0.14,0.34,0.65,7.0,3
reaper3d.csv,0.33,0.19,0.23,0.57,3.0,7
sblim.csv,0.28,0.33,0.15,0.88,2.0,12
