,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,99.0,98.5,96.5,94.5,197.0,99.0
lazarus-ccr.csv,99.0,98.5,94.5,94.5,197.0,99.0
lcfizvtop.csv,181.0,193.0,96.5,97.5,98.5,99.0
migen.csv,95.5,90.5,176.0,97.5,236.0,99.0
mvnforum.csv,71.5,264.5,81.5,355.0,98.5,99.0
plplot.csv,99.0,193.0,193.0,97.5,464.5,98.5
