,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.68,0.54,0.77,0.28,0.49,0.78
lazarus-ccr.csv,0.82,0.49,0.66,0.54,0.32,0.59
lcfizvtop.csv,0.48,0.65,0.46,0.38,0.88,0.4
migen.csv,0.54,0.68,0.13,0.38,0.31,0.54
mvnforum.csv,0.05,0.33,0.48,0.46,0.29,0.35
plplot.csv,0.17,0.63,0.41,0.65,0.71,0.45
