,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.49,0.66,0.79,0.48,0.52,0.72,0.05,0.4,0.45,0.61,0.47,0.59,0.54,0.59,0.67,0.61,0.65,0.72
brlcad.csv,0.92,0.06,0.72,0.94,0.83,0.52,1.0,0.76,0.91,0.96,1.0,0.93,0.98,0.93,1.0,1.0,0.96,0.87
genoviz.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91,0.89,0.89,1.0,1.0,0.96,1.0,1.0,1.0,0.99,0.0
gnupdate.csv,0.61,0.69,0.92,0.47,0.1,0.78,0.74,0.46,0.62,0.66,0.82,0.75,0.81,0.64,0.59,0.78,0.71,0.61
google-gears.csv,0.92,0.95,0.9,0.87,0.86,1.03,0.96,0.9,0.49,0.76,0.93,0.62,0.83,0.03,0.93,0.89,0.94,0.72
konversation.csv,0.9,0.82,0.83,0.25,0.76,0.92,1.0,0.98,0.83,0.84,0.93,0.92,0.85,0.91,0.92,0.98,0.99,1.0
linux-ntfs.csv,0.44,0.8,0.92,0.59,0.64,1.12,0.63,0.73,0.54,0.57,0.77,0.77,0.64,0.66,0.0,0.64,0.69,0.35
linuxsh.csv,0.34,0.88,0.09,0.52,0.6,0.95,0.58,0.69,0.78,0.81,0.93,0.89,0.96,0.79,0.76,0.7,0.93,0.61
modplug.csv,0.88,0.79,1.0,0.59,0.79,1.11,0.69,0.75,0.52,0.91,0.02,0.66,0.48,0.72,0.9,0.68,0.55,0.53
nativeclient.csv,0.5,0.67,0.7,0.47,0.63,1.18,0.48,0.58,0.55,0.69,0.34,0.59,0.5,0.59,0.74,0.52,0.01,0.51
ogre.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0
openfrag.csv,0.75,0.85,0.98,0.58,0.78,0.76,0.9,0.72,0.57,0.65,0.73,0.06,0.66,0.57,0.94,0.89,0.97,0.73
projecteqemu.csv,0.42,0.5,0.71,0.46,0.36,1.03,0.56,0.49,0.48,0.11,0.64,0.71,0.77,0.73,0.57,0.52,0.75,0.65
qse.csv,0.67,0.62,0.65,0.31,0.47,0.89,0.44,0.03,0.5,0.44,0.78,0.6,0.56,0.56,0.57,0.55,0.65,0.6
sandiaportals.csv,0.83,0.61,0.34,0.52,0.59,0.88,0.53,0.64,0.58,0.66,0.54,0.4,0.58,0.6,0.88,0.0,0.55,0.8
sauerbraten.csv,0.0,0.8,0.95,0.46,0.98,0.86,0.4,0.83,0.49,0.64,0.52,0.59,0.68,0.66,0.82,0.49,0.85,0.79
turbotrader-bos.csv,0.71,0.86,0.73,0.41,0.65,0.85,0.67,0.63,0.06,0.62,0.81,0.74,0.93,0.83,0.69,0.66,0.91,0.67
xapian.csv,0.61,0.82,0.76,0.43,0.54,0.79,0.44,0.55,0.49,0.6,0.62,0.71,0.08,0.61,0.62,0.69,0.76,0.38
