,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.7,0.48,0.31,0.8,0.58,0.48,0.96,0.66,0.74,0.66,0.65,0.49,0.57,0.52,0.56,0.47,0.42,0.61
brlcad.csv,0.3,0.95,0.56,0.29,0.28,0.75,0.0,0.46,0.36,0.17,0.0,0.3,0.09,0.29,0.0,0.0,0.2,0.45
genoviz.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.13,0.13,0.0,0.0,0.05,0.0,0.0,0.0,0.01,1.0
gnupdate.csv,0.65,0.39,0.11,0.76,0.92,0.42,0.36,0.61,0.61,0.56,0.37,0.5,0.46,0.44,0.5,0.39,0.42,0.68
google-gears.csv,0.3,0.2,0.41,0.43,0.44,0.0,0.17,0.41,0.68,0.54,0.29,0.67,0.49,0.98,0.27,0.38,0.26,0.61
konversation.csv,0.12,0.22,0.21,0.79,0.29,0.13,0.0,0.04,0.2,0.2,0.09,0.1,0.18,0.11,0.1,0.02,0.01,0.0
linux-ntfs.csv,0.71,0.34,0.29,0.7,0.48,0.0,0.54,0.35,0.57,0.6,0.55,0.31,0.49,0.51,1.0,0.48,0.48,0.78
linuxsh.csv,0.77,0.15,0.93,0.55,0.45,0.06,0.47,0.36,0.27,0.26,0.09,0.13,0.05,0.25,0.31,0.35,0.09,0.45
modplug.csv,0.39,0.55,0.0,0.74,0.56,0.0,0.63,0.61,0.73,0.33,0.98,0.64,0.72,0.59,0.35,0.66,0.66,0.82
nativeclient.csv,0.59,0.55,0.57,0.76,0.52,0.0,0.61,0.64,0.69,0.62,0.74,0.63,0.58,0.54,0.55,0.57,0.99,0.73
ogre.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
openfrag.csv,0.61,0.47,0.09,0.74,0.55,0.44,0.35,0.61,0.72,0.54,0.52,0.95,0.49,0.58,0.27,0.38,0.13,0.65
projecteqemu.csv,0.72,0.65,0.4,0.61,0.69,0.12,0.51,0.6,0.6,0.91,0.41,0.34,0.27,0.31,0.63,0.54,0.3,0.57
qse.csv,0.67,0.58,0.48,0.81,0.59,0.29,0.62,0.98,0.73,0.76,0.49,0.46,0.51,0.51,0.63,0.5,0.42,0.77
sandiaportals.csv,0.5,0.66,0.85,0.7,0.56,0.3,0.71,0.7,0.7,0.55,0.67,0.73,0.5,0.51,0.41,1.0,0.58,0.56
sauerbraten.csv,1.0,0.41,0.2,0.61,0.09,0.33,0.69,0.49,0.58,0.5,0.54,0.51,0.39,0.44,0.52,0.65,0.46,0.42
turbotrader-bos.csv,0.59,0.17,0.32,0.69,0.4,0.34,0.53,0.42,0.95,0.46,0.26,0.3,0.1,0.21,0.42,0.42,0.11,0.44
xapian.csv,0.52,0.37,0.39,0.68,0.74,0.41,0.62,0.66,0.65,0.64,0.43,0.37,0.93,0.52,0.57,0.52,0.29,0.89
