,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.42,0.48,0.0,0.0,0.59,0.37,0.5,0.4,0.45,0.32,0.36,0.0
fityk.csv,0.44,0.48,0.41,0.41,0.47,0.49,0.6,0.49,0.36,0.32,0.37,0.44
hatari.csv,0.59,0.53,0.39,0.49,0.47,0.49,0.61,0.83,0.71,0.35,0.44,0.46
lmms.csv,0.53,0.58,0.62,0.46,0.49,0.53,0.57,0.86,0.9,0.41,0.56,0.51
mecat.csv,0.88,0.75,0.77,0.94,0.6,0.5,0.75,0.0,0.86,0.9,0.0,0.9
nullc.csv,0.57,0.52,0.44,0.46,0.45,0.45,0.73,0.42,0.48,0.49,0.9,0.68
oscarmcmaster.csv,0.63,0.5,0.94,0.43,0.76,0.35,0.5,0.41,0.44,0.5,0.38,0.47
superwaba.csv,0.47,0.4,0.44,0.38,0.54,0.33,0.46,0.38,0.32,0.35,0.33,0.38
tycho.csv,0.61,0.67,0.55,0.54,0.51,0.65,0.9,0.58,0.68,0.57,0.81,0.86
vienna-add-in.csv,0.57,0.55,0.55,0.76,0.53,0.58,0.64,0.57,0.41,0.45,0.75,0.82
voms.csv,0.55,0.56,0.47,0.51,0.68,0.45,0.72,0.51,0.45,0.5,0.71,0.45
wsmt.csv,0.0,0.89,0.96,0.93,0.88,0.69,0.0,0.75,0.0,0.94,0.62,0.62
