,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.58,0.13,0.74,0.6,0.56,0.5,0.48,0.45,0.4,0.73,0.17,0.68,0.67
freewrl.csv,0.54,0.55,0.47,0.19,0.54,0.0,0.41,0.4,0.6,0.32,0.17,0.63,0.46
fulguro.csv,0.17,0.16,0.11,0.0,0.16,0.21,0.07,0.02,0.0,0.01,0.0,0.0,0.11
google-web-toolkit.csv,0.17,0.62,0.72,0.33,0.33,0.29,0.0,0.15,0.26,0.25,0.12,0.2,0.15
jcache.csv,0.38,0.42,0.37,0.21,0.52,0.42,0.52,0.47,0.47,0.19,0.02,0.58,0.37
jstock.csv,0.33,0.25,0.09,0.12,0.32,0.04,0.26,0.29,0.0,0.09,0.05,0.38,0.22
mimosa.csv,0.62,0.71,0.67,0.0,0.58,0.04,0.58,0.6,0.63,0.53,0.8,0.71,0.64
miranda.csv,0.21,0.4,0.45,0.14,0.47,0.0,0.39,0.42,0.16,0.26,0.15,0.61,0.01
ns-3-dev-def-routing.csv,0.21,0.62,0.59,0.55,0.37,0.17,0.16,0.01,0.16,0.36,0.07,0.28,0.19
ossbuild.csv,0.21,0.58,0.02,0.1,0.51,0.42,0.2,0.48,0.14,0.12,0.0,0.77,0.4
qtractor.csv,0.0,0.49,0.72,0.19,0.63,0.33,0.44,0.43,0.16,0.69,0.22,0.58,0.45
quarkplayer.csv,0.12,0.29,0.0,0.0,0.0,0.33,0.1,0.36,0.49,0.57,0.02,0.08,0.12
synergyspace.csv,0.08,0.49,0.45,0.02,0.04,0.0,0.19,0.13,0.07,0.0,0.0,0.03,0.0
