,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.5,0.95,0.5,0.18,0.36,0.44,0.45,0.45,0.38,0.46,0.32,0.73,0.68
freewrl.csv,0.57,0.58,0.53,0.47,0.45,0.96,0.43,0.5,0.54,0.23,0.41,0.55,0.67
fulguro.csv,0.04,0.08,0.56,0.05,0.18,0.22,0.04,0.02,0.0,0.08,0.0,1.0,0.06
google-web-toolkit.csv,0.29,0.67,0.5,0.45,0.36,0.26,0.98,0.15,0.23,0.27,0.79,0.45,0.19
jcache.csv,0.57,0.56,0.34,0.74,0.64,0.63,0.66,0.57,0.77,0.15,0.97,0.64,0.61
jstock.csv,0.61,0.27,0.12,0.24,0.55,0.04,0.26,0.55,0.92,0.12,0.18,0.27,0.33
mimosa.csv,0.71,0.6,0.41,1.0,0.82,0.22,0.62,0.74,0.46,0.69,0.82,0.73,0.66
miranda.csv,0.61,0.59,0.31,0.45,0.45,0.07,0.35,0.5,0.15,0.27,0.38,0.73,0.98
ns-3-dev-def-routing.csv,0.39,0.65,0.53,0.32,0.36,0.48,0.16,1.0,0.15,0.42,0.21,0.27,0.31
ossbuild.csv,0.5,0.44,0.81,0.34,0.82,0.37,0.29,0.68,0.15,0.15,0.21,0.64,0.57
qtractor.csv,1.0,0.47,0.62,0.68,0.64,0.41,0.47,0.71,0.54,0.46,0.56,0.82,0.69
quarkplayer.csv,0.07,0.39,0.0,0.03,0.64,0.37,0.1,0.22,0.08,0.58,0.09,0.18,0.04
synergyspace.csv,0.07,0.39,0.28,0.13,0.0,0.0,0.24,0.15,0.08,0.85,0.0,0.0,0.01
