,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.5,0.94,0.15,0.2,0.08,0.47,0.51,0.42,0.29,0.22,0.42,0.22,0.67
freewrl.csv,0.56,0.6,0.22,0.56,0.1,0.98,0.5,0.47,0.3,0.19,0.51,0.18,0.7
fulguro.csv,0.06,0.13,0.48,0.1,0.11,0.32,0.08,0.05,0.0,0.14,0.0,1.0,0.11
google-web-toolkit.csv,0.4,0.65,0.16,0.49,0.12,0.34,0.99,0.21,0.22,0.24,0.82,0.31,0.3
jcache.csv,0.6,0.61,0.18,0.75,0.14,0.63,0.65,0.5,0.47,0.16,0.97,0.22,0.68
jstock.csv,0.64,0.38,0.14,0.35,0.18,0.07,0.36,0.55,0.96,0.16,0.29,0.14,0.45
mimosa.csv,0.63,0.59,0.14,1.0,0.16,0.35,0.61,0.56,0.26,0.37,0.59,0.21,0.66
miranda.csv,0.68,0.64,0.14,0.56,0.11,0.14,0.43,0.47,0.18,0.24,0.49,0.24,0.99
ns-3-dev-def-routing.csv,0.5,0.64,0.19,0.33,0.11,0.59,0.25,0.99,0.18,0.3,0.32,0.17,0.44
ossbuild.csv,0.6,0.49,0.84,0.47,0.18,0.43,0.4,0.56,0.19,0.19,0.34,0.18,0.64
qtractor.csv,1.0,0.53,0.19,0.72,0.12,0.48,0.53,0.59,0.52,0.22,0.61,0.27,0.71
quarkplayer.csv,0.12,0.49,0.0,0.05,0.78,0.44,0.17,0.25,0.06,0.31,0.16,0.21,0.07
synergyspace.csv,0.12,0.46,0.13,0.23,0.0,0.0,0.35,0.22,0.12,0.92,0.0,0.0,0.02
