,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.77,0.14,0.9,1.01,0.85,0.75,0.72,0.71,0.73,0.91,0.7,0.74,0.74
freewrl.csv,0.69,0.69,0.67,0.56,0.77,0.04,0.71,0.64,0.76,0.83,0.61,0.78,0.57
fulguro.csv,0.98,0.93,0.45,0.95,0.83,0.81,0.96,0.98,1.0,0.92,1.0,0.0,0.94
google-web-toolkit.csv,0.73,0.7,0.87,0.65,0.72,0.8,0.02,0.87,0.81,0.77,0.24,0.58,0.82
jcache.csv,0.57,0.61,0.75,0.34,0.63,0.56,0.62,0.64,0.52,0.87,0.04,0.69,0.54
jstock.csv,0.52,0.77,0.88,0.77,0.55,0.96,0.79,0.54,0.08,0.89,0.82,0.82,0.71
mimosa.csv,0.69,0.81,0.89,0.0,0.61,0.78,0.69,0.65,0.83,0.61,0.82,0.76,0.73
miranda.csv,0.44,0.57,0.82,0.57,0.72,0.93,0.76,0.65,0.86,0.78,0.63,0.67,0.02
ns-3-dev-def-routing.csv,0.64,0.71,0.76,0.88,0.74,0.54,0.86,0.01,0.86,0.68,0.8,0.78,0.72
ossbuild.csv,0.54,0.81,0.19,0.66,0.54,0.76,0.74,0.58,0.86,0.85,0.79,0.85,0.58
qtractor.csv,0.0,0.73,0.81,0.37,0.72,0.68,0.69,0.52,0.49,0.88,0.49,0.61,0.55
quarkplayer.csv,0.94,0.68,1.0,0.97,0.36,0.71,0.9,0.86,1.04,0.71,0.91,0.82,0.97
synergyspace.csv,0.93,0.79,0.85,0.87,1.0,1.0,0.78,0.86,0.93,0.15,1.0,1.0,0.99
