,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.5,0.92,0.09,0.22,0.04,0.5,0.57,0.39,0.23,0.14,0.61,0.13,0.66
freewrl.csv,0.55,0.63,0.14,0.69,0.06,1.0,0.59,0.45,0.21,0.16,0.67,0.11,0.74
fulguro.csv,0.2,0.44,0.42,1.0,0.07,0.55,0.45,0.5,0.0,0.67,0.0,1.0,0.52
google-web-toolkit.csv,0.67,0.63,0.09,0.55,0.07,0.5,1.0,0.39,0.21,0.22,0.84,0.24,0.72
jcache.csv,0.64,0.68,0.12,0.76,0.08,0.63,0.64,0.44,0.33,0.17,0.97,0.13,0.76
jstock.csv,0.68,0.63,0.17,0.64,0.11,0.5,0.58,0.55,1.0,0.25,0.75,0.09,0.74
mimosa.csv,0.57,0.58,0.08,1.0,0.09,0.86,0.6,0.45,0.18,0.25,0.46,0.12,0.67
miranda.csv,0.77,0.7,0.09,0.74,0.06,1.0,0.56,0.44,0.22,0.21,0.68,0.14,1.0
ns-3-dev-def-routing.csv,0.69,0.63,0.12,0.34,0.06,0.76,0.59,0.99,0.22,0.23,0.7,0.12,0.76
ossbuild.csv,0.74,0.55,0.87,0.76,0.1,0.5,0.67,0.48,0.25,0.25,1.0,0.1,0.74
qtractor.csv,1.0,0.6,0.11,0.76,0.07,0.58,0.6,0.51,0.5,0.15,0.68,0.16,0.75
quarkplayer.csv,0.4,0.68,0.0,1.0,1.0,0.56,0.6,0.28,0.05,0.21,0.75,0.25,0.36
synergyspace.csv,0.5,0.56,0.08,0.83,0.0,0.0,0.64,0.41,0.25,1.0,0.0,0.0,1.0
