,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.46,0.54,0.38,0.53,0.48,0.46,0.55,0.5,0.59,0.54,0.61,0.48,0.38
freewrl.csv,0.59,0.56,0.66,0.54,0.51,0.42,0.61,0.57,0.39,0.63,0.48,0.52,0.44
fulguro.csv,0.8,0.94,0.98,0.5,0.96,0.91,0.95,0.75,0.0,0.67,0.0,0.91,0.96
google-web-toolkit.csv,0.92,0.35,0.41,0.68,0.79,0.64,0.51,0.97,0.86,0.75,0.44,0.9,0.98
jcache.csv,0.44,0.35,0.53,0.49,0.46,0.37,0.41,0.5,0.4,0.74,0.41,0.47,0.4
jstock.csv,0.56,0.79,0.96,0.86,0.77,0.5,0.79,0.62,0.83,0.92,0.88,0.7,0.73
mimosa.csv,0.51,0.45,0.5,0.55,0.51,0.86,0.43,0.43,0.39,0.45,0.59,0.44,0.41
miranda.csv,0.45,0.46,0.56,0.65,0.48,0.5,0.55,0.51,0.89,0.61,0.47,0.45,0.4
ns-3-dev-def-routing.csv,0.69,0.6,0.61,0.6,0.78,0.59,0.98,0.63,0.89,0.85,0.9,0.92,0.69
ossbuild.csv,0.63,0.69,0.97,0.76,0.72,0.6,0.77,0.6,0.88,0.94,0.86,0.46,0.51
qtractor.csv,0.5,0.54,0.44,0.56,0.45,0.53,0.53,0.46,0.64,0.53,0.43,0.44,0.41
quarkplayer.csv,0.8,0.74,0.0,0.0,0.86,0.72,0.97,0.91,0.73,0.68,0.75,0.88,0.95
synergyspace.csv,0.75,0.61,0.56,0.83,0.86,0.0,0.79,0.97,0.75,0.95,0.0,0.5,0.5
