,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.49,0.31,0.0,0.48,0.07,0.05
codeblocks.csv,0.45,0.44,0.79,0.38,0.98,0.5
dataobjectsdotnet.csv,0.48,0.34,0.56,0.36,0.38,0.59
n2cms.csv,0.69,0.32,0.52,0.41,0.66,0.49
nug.csv,0.52,0.67,0.03,0.3,0.88,0.6
uclmda.csv,0.0,0.0,0.49,0.07,1.0,0.17
