,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.55,0.28,0.0,0.75,0.05,0.04
codeblocks.csv,0.44,0.48,0.7,0.61,0.7,0.52
dataobjectsdotnet.csv,0.55,0.32,0.46,0.57,0.23,0.61
n2cms.csv,0.71,0.43,0.42,0.68,0.0,0.53
nug.csv,0.53,0.76,0.02,0.51,0.46,0.6
uclmda.csv,0.0,0.0,0.39,0.06,0.99,0.13
