,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.54,0.24,0.0,0.81,0.04,0.03
codeblocks.csv,0.4,0.76,0.75,0.62,0.98,0.5
dataobjectsdotnet.csv,0.6,0.59,0.41,0.57,0.25,0.6
n2cms.csv,0.69,0.47,0.37,0.76,0.52,0.53
nug.csv,0.77,0.76,0.02,0.52,0.8,0.81
uclmda.csv,0.0,0.0,0.35,0.05,0.99,0.11
