,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.43,0.14,0.0,0.41,0.5,0.08
codeblocks.csv,0.23,0.81,0.46,0.44,0.67,0.38
dataobjectsdotnet.csv,0.59,0.89,0.1,0.41,0.83,0.33
n2cms.csv,0.19,0.69,0.13,0.52,1.0,0.48
nug.csv,0.76,0.25,0.05,0.51,0.83,0.7
uclmda.csv,0.04,0.03,0.28,0.08,0.0,0.19
