,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.69,0.78,0.0,0.46,0.89,0.95
codeblocks.csv,0.56,0.36,0.4,0.44,0.26,0.43
dataobjectsdotnet.csv,0.49,0.36,0.51,0.44,0.71,0.62
n2cms.csv,0.6,0.36,0.48,0.36,0.43,0.43
nug.csv,0.43,0.55,0.75,0.56,0.29,0.44
uclmda.csv,0.67,0.0,0.81,0.86,0.27,0.98
