,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.94,1.0,0.76,0.53,0.91,0.57,0.8,0.03,0.67,0.61,0.6,1.0,0.85,0.55
avifile.csv,0.0,1.0,0.95,1.0,1.0,1.0,1.0,0.94,0.94,0.88,0.92,1.0,1.0,1.02
delphilhlplib.csv,0.63,0.66,0.72,0.5,0.0,0.93,0.62,0.74,0.64,0.69,0.59,0.92,0.83,0.66
fluidium.csv,0.87,0.63,0.69,0.8,0.97,0.5,0.05,0.6,0.67,0.8,0.72,0.82,1.0,0.81
gnome-jabber.csv,0.89,0.87,1.0,0.97,0.75,0.97,0.99,0.92,0.75,0.97,0.87,0.4,0.99,0.88
ipfilter.csv,1.02,0.9,1.0,0.71,0.94,0.95,0.81,0.97,0.96,0.67,0.75,1.01,0.05,0.63
jparsec.csv,0.91,0.97,0.89,0.75,1.01,0.79,0.7,0.89,0.92,0.05,0.61,1.0,0.9,0.66
loki-lib.csv,1.1,0.78,0.86,0.99,0.61,0.64,0.85,0.72,0.69,0.72,0.03,0.62,0.91,0.4
mumble.csv,1.01,0.67,0.87,0.68,0.95,0.76,1.0,0.95,0.04,0.96,0.7,0.77,0.77,0.9
opengs.csv,1.03,0.7,0.56,0.65,0.93,0.02,0.71,0.78,0.62,0.62,0.83,0.89,0.69,0.9
owfs.csv,1.06,0.09,0.68,0.83,0.79,0.86,1.0,0.85,0.8,0.74,0.83,0.87,0.81,0.9
rectracker.csv,0.71,0.98,0.05,0.99,1.0,0.9,0.9,0.81,0.8,0.88,0.96,1.0,0.95,1.0
rockbox.csv,1.0,0.8,0.88,0.58,0.92,0.86,0.66,0.59,0.54,0.65,0.73,0.84,0.77,0.05
zealos.csv,0.54,0.73,0.66,0.03,0.44,0.7,0.79,0.74,0.63,0.67,0.7,0.79,0.71,0.85
