,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.2,0.0,0.27,0.63,0.38,0.63,0.33,0.97,0.48,0.49,0.52,0.0,0.15,0.63
avifile.csv,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.1,0.0,0.0,0.11
delphilhlplib.csv,0.6,0.55,0.34,0.77,1.0,0.26,0.67,0.32,0.92,0.47,0.45,0.08,0.17,0.95
fluidium.csv,0.2,0.55,0.34,0.6,0.42,0.59,0.95,0.55,0.48,0.33,0.55,0.43,0.33,0.32
gnome-jabber.csv,0.6,0.91,0.96,1.0,0.79,0.87,0.57,0.92,0.76,0.96,0.97,1.0,0.57,0.95
ipfilter.csv,0.4,1.0,1.0,0.97,0.98,0.06,0.52,0.92,0.64,0.53,0.9,0.84,1.0,0.89
jparsec.csv,1.0,0.91,0.73,1.0,0.87,0.81,0.86,0.89,1.0,0.96,0.55,0.96,0.41,0.89
loki-lib.csv,0.0,0.64,0.73,0.97,0.58,0.81,0.24,0.53,0.52,0.67,0.97,0.52,0.83,0.68
mumble.csv,0.0,0.36,0.14,0.33,0.87,0.26,0.0,0.05,0.96,0.04,0.31,0.23,0.33,0.11
opengs.csv,0.0,0.36,0.45,0.37,0.58,0.98,0.33,0.24,0.4,0.58,0.17,0.11,0.35,0.11
owfs.csv,0.0,0.91,0.55,0.17,0.58,0.15,0.0,0.16,0.2,0.27,0.17,0.15,0.2,0.11
rectracker.csv,1.0,0.91,0.95,0.97,1.0,1.0,1.0,0.89,0.96,0.67,1.0,1.0,0.89,0.95
rockbox.csv,0.2,0.27,0.16,0.43,0.08,0.37,0.38,0.5,0.6,0.51,0.34,0.26,0.33,0.95
zealos.csv,0.6,0.55,0.52,0.97,0.72,0.43,0.48,0.45,0.72,0.42,0.41,0.49,0.37,0.16
