,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.23,0.0,0.31,0.63,0.37,0.62,0.36,0.98,0.5,0.52,0.54,0.0,0.18,0.62
avifile.csv,1.0,0.0,0.06,0.0,0.0,0.0,0.0,0.1,0.1,0.19,0.12,0.0,0.0,0.13
delphilhlplib.csv,0.58,0.54,0.38,0.72,1.0,0.28,0.62,0.36,0.71,0.49,0.49,0.1,0.2,0.7
fluidium.csv,0.23,0.55,0.38,0.51,0.36,0.61,0.96,0.56,0.5,0.36,0.52,0.42,0.31,0.35
gnome-jabber.csv,0.43,0.41,0.0,0.13,0.58,0.17,0.29,0.32,0.57,0.13,0.42,0.88,0.31,0.4
ipfilter.csv,0.31,0.36,0.0,0.66,0.24,0.07,0.47,0.13,0.33,0.53,0.6,0.0,0.99,0.7
jparsec.csv,0.33,0.17,0.41,0.62,0.0,0.54,0.63,0.37,0.3,0.97,0.56,0.0,0.39,0.67
loki-lib.csv,0.0,0.53,0.47,0.05,0.58,0.67,0.27,0.51,0.52,0.57,0.98,0.53,0.36,0.69
mumble.csv,0.0,0.4,0.17,0.38,0.24,0.3,0.0,0.06,0.97,0.05,0.36,0.27,0.36,0.13
opengs.csv,0.0,0.4,0.5,0.42,0.39,0.98,0.37,0.28,0.45,0.57,0.2,0.13,0.39,0.13
owfs.csv,0.0,0.93,0.53,0.2,0.5,0.18,0.0,0.19,0.24,0.31,0.2,0.18,0.24,0.13
rectracker.csv,0.67,0.09,0.96,0.05,0.0,0.36,0.36,0.53,0.55,0.45,0.17,0.0,0.2,0.0
rockbox.csv,0.22,0.31,0.19,0.48,0.1,0.38,0.42,0.53,0.61,0.52,0.38,0.29,0.36,0.96
zealos.csv,0.61,0.52,0.53,0.98,0.71,0.46,0.46,0.46,0.63,0.45,0.44,0.47,0.41,0.19
