,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.52,0.0,0.9,0.49,0.72,0.51,0.45,0.51,0.49,0.6,0.52,0.0,0.86,0.44
avifile.csv,0.8,0.0,0.67,0.0,0.0,0.86,0.0,0.89,0.93,0.96,0.92,0.0,0.0,0.94
delphilhlplib.csv,0.51,0.48,0.67,0.6,0.42,0.58,0.48,0.73,0.42,0.59,0.61,0.86,0.89,0.44
fluidium.csv,0.74,0.69,0.67,0.77,0.72,0.56,0.65,0.54,0.59,0.74,0.64,0.79,0.59,0.75
gnome-jabber.csv,0.42,0.38,0.31,0.55,0.47,0.38,0.5,0.43,0.45,0.41,0.41,0.52,0.49,0.46
ipfilter.csv,0.36,0.41,0.3,0.52,0.39,0.89,0.5,0.42,0.47,0.6,0.48,0.56,0.43,0.49
jparsec.csv,0.38,0.42,0.3,0.54,0.42,0.35,0.47,0.42,0.4,0.59,0.6,0.52,0.5,0.53
loki-lib.csv,0.52,0.4,0.29,0.54,0.49,0.42,0.56,0.54,0.58,0.41,0.61,0.4,0.33,0.33
mumble.csv,0.88,0.53,0.92,0.5,0.43,0.88,0.5,0.83,0.62,0.83,0.64,0.57,0.5,0.67
opengs.csv,0.93,0.53,0.67,0.6,0.54,0.62,0.43,0.6,0.68,0.56,0.86,0.9,0.55,0.83
owfs.csv,0.57,0.9,0.33,0.88,0.51,0.94,0.0,0.9,0.89,0.79,0.83,0.67,0.91,0.75
rectracker.csv,0.45,0.41,0.43,0.55,0.38,0.37,0.45,0.44,0.41,0.48,0.45,0.52,0.37,0.46
rockbox.csv,0.4,0.55,0.94,0.45,0.75,0.45,0.53,0.5,0.41,0.47,0.56,0.5,0.5,0.5
zealos.csv,0.56,0.61,0.39,0.69,0.45,0.52,0.59,0.59,0.55,0.6,0.6,0.92,0.83,0.83
