,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.05,0.0,0.39,0.51,0.47,0.56,0.34,0.99,0.38,0.49,0.5,0.0,0.26,0.55
avifile.csv,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.13,0.1,0.2,0.14,0.0,0.0,0.11
delphilhlplib.csv,0.15,0.29,0.46,0.55,1.0,0.25,0.56,0.4,0.52,0.44,0.5,0.14,0.29,0.62
fluidium.csv,0.07,0.3,0.48,0.38,0.49,0.59,0.98,0.58,0.38,0.33,0.45,0.59,0.4,0.31
gnome-jabber.csv,0.1,0.3,0.79,0.48,0.78,0.54,0.41,0.67,0.42,0.55,0.58,0.99,0.58,0.55
ipfilter.csv,0.07,0.32,0.81,0.54,0.85,0.1,0.43,0.65,0.32,0.47,0.58,0.89,0.99,0.61
jparsec.csv,0.14,0.28,0.68,0.54,0.79,0.56,0.61,0.66,0.45,0.97,0.5,0.95,0.49,0.6
loki-lib.csv,0.0,0.26,0.69,0.46,0.67,0.61,0.27,0.52,0.37,0.5,0.98,0.68,0.75,0.65
mumble.csv,0.0,0.31,0.24,0.42,0.79,0.35,0.0,0.09,0.98,0.08,0.42,0.37,0.44,0.18
opengs.csv,0.0,0.27,0.6,0.44,0.63,0.99,0.4,0.34,0.45,0.51,0.28,0.2,0.48,0.16
owfs.csv,0.0,0.95,0.61,0.26,0.65,0.22,0.0,0.25,0.29,0.38,0.29,0.26,0.32,0.17
rectracker.csv,0.18,0.28,0.97,0.46,0.85,0.61,0.62,0.68,0.48,0.46,0.57,0.97,0.78,0.52
rockbox.csv,0.04,0.19,0.25,0.5,0.14,0.34,0.44,0.56,0.47,0.47,0.37,0.41,0.44,0.97
zealos.csv,0.19,0.26,0.6,0.98,0.78,0.43,0.42,0.47,0.45,0.44,0.41,0.64,0.49,0.24
