,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.37,0.49,0.9,0.63,0.83,0.56,0.78,0.43,0.81,0.67
firebird.csv,0.59,0.77,1.0,0.72,0.83,0.86,0.82,0.93,0.81,1.0
fmri-dmt.csv,0.44,0.57,1.0,0.63,0.93,0.28,0.33,1.0,0.26,0.83
htmlunit.csv,0.6,0.69,0.4,0.66,0.71,0.64,0.78,0.86,0.72,0.67
monetdb.csv,0.69,0.71,0.5,0.42,0.21,0.4,0.44,0.29,0.7,0.33
ontomorphtab.csv,0.65,0.69,0.9,0.72,0.81,0.79,0.56,0.93,0.74,0.67
smarttag.csv,0.78,0.69,0.5,0.83,0.48,0.28,0.82,0.5,0.64,0.17
taokgame.csv,0.22,0.31,1.0,0.37,0.31,0.08,0.56,0.36,0.32,0.17
webdriver.csv,0.79,0.69,0.8,0.76,0.5,0.48,0.76,0.71,0.66,0.17
xbplayer.csv,0.4,0.57,0.8,0.6,0.64,0.52,0.58,0.64,0.53,0.33
