,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.64,0.52,0.77,0.5,0.52,0.51,0.62,0.73,0.46,0.77
firebird.csv,0.5,0.4,1.0,0.51,0.6,0.57,0.85,0.85,0.46,0.85
fmri-dmt.csv,0.85,0.71,0.95,0.75,0.94,0.9,0.8,0.97,0.87,0.26
htmlunit.csv,0.53,0.39,0.67,0.61,0.51,0.45,0.77,0.61,0.51,0.74
monetdb.csv,0.59,0.37,0.51,0.66,0.79,0.61,0.62,0.76,0.42,0.71
ontomorphtab.csv,0.51,0.35,0.63,0.56,0.52,0.49,0.6,0.7,0.48,0.77
smarttag.csv,0.68,0.65,0.58,0.81,0.57,0.75,0.64,0.57,0.51,0.84
taokgame.csv,0.78,0.7,0.1,0.76,0.7,0.92,0.5,0.78,0.68,0.84
webdriver.csv,0.7,0.61,0.43,0.75,0.55,0.58,0.33,0.61,0.58,0.88
xbplayer.csv,0.64,0.47,0.43,0.53,0.43,0.52,0.49,0.71,0.49,0.73
