,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.42,0.54,0.57,0.64,0.74,0.59,0.67,0.45,0.75,0.54
firebird.csv,0.61,0.75,0.0,0.68,0.7,0.73,0.46,0.46,0.75,0.47
fmri-dmt.csv,0.42,0.54,0.21,0.54,0.27,0.3,0.36,0.13,0.29,0.83
htmlunit.csv,0.61,0.7,0.44,0.62,0.68,0.66,0.56,0.71,0.68,0.56
monetdb.csv,0.64,0.72,0.55,0.46,0.25,0.45,0.48,0.33,0.7,0.37
ontomorphtab.csv,0.65,0.72,0.71,0.67,0.73,0.73,0.57,0.66,0.71,0.54
smarttag.csv,0.63,0.62,0.53,0.51,0.52,0.32,0.67,0.53,0.64,0.2
taokgame.csv,0.26,0.36,0.98,0.4,0.36,0.1,0.59,0.39,0.37,0.2
webdriver.csv,0.62,0.63,0.76,0.57,0.54,0.52,0.76,0.64,0.63,0.2
xbplayer.csv,0.44,0.61,0.76,0.61,0.66,0.56,0.61,0.56,0.57,0.37
